Time Step,flow-time,area-q,pcm-avg-temp,heat-storage-rate,temp-uniformity-index,nusult-number,flux-combined,htf-avg-temp
"(""Time","Step""","""flow-time""","""q""","""pcm-temp-avg""","""nussult-number""","""htf-temp-avg""","""heat-storage-rate""","""heat-storage-rate-co"""
0,0,0,299.9999999999993,0,0,0,0,299.9999999999999
1,0.1,0,300.0032171733632,53.62886928132347,0.001413271975447302,-2335.040973543542,-4.283596479837115e-05,303.379642895501
2,0.2,0,300.0123699722082,103.2469257150164,0.007087788617313785,-1977.968069833988,0.000109613324326574,306.6210220393953
3,0.3,2.846281641933171e-09,300.0218575645519,139.7248230493102,0.01386321868987168,-1844.256862189717,9.158275753406997e-05,308.7142594807802
4,0.4,6.541498462335051e-07,300.0398209957159,190.1359271049684,0.02849650171452294,-1659.876124439626,8.923666362647964e-05,311.4114480039197
5,0.5,4.683522667614179e-06,300.0669970184583,241.725473238157,0.05391570203607365,-1445.095485728481,1.953962237166706e-05,314.2131344611689
6,0.6000000000000001,2.037448575816132e-05,300.1038242467039,287.2220754352888,0.09332651675854554,-1219.395400109869,0.0007859042470386157,316.9622609695048
7,0.7000000000000001,5.829649485112085e-05,300.150165095316,323.8180183328175,0.1493678945403169,-989.0488535517064,0.000159642013386474,319.6186813825173
8,0.8,0.0001333913854322905,300.2051903662436,351.3576187136342,0.223439745555934,-774.2605641917306,0.001620528249702602,322.1777576064625
9,0.9,0.0002556934110292773,300.2680153989323,370.3930309614568,0.3147416731542544,-575.3291644482514,0.001270868158144367,324.6397091013757
10,1,0.0004446120965022787,300.3369851995453,382.4035650868826,0.4210312236027475,-397.2629856220137,0.001252158041268103,326.9967802828466
11,1.1,0.0007060441216964309,300.4110915559675,389.0065930697015,0.5396377737024861,-242.5870671111412,0.00133661930181006,329.2292750400029
12,1.2,0.001036107580305305,300.4897303417299,391.5053795669846,0.6680537544414171,-111.2107108909345,0.0008906532945616163,331.3080970169965
