Time Step,flow-time,area-q,pcm-avg-temp,heat-storage-rate,temp-uniformity-index,nusult-number,flux-combined,htf-avg-temp
"(""Time","Step""","""iters-per-timestep""","""q""","""pcm-avg-temp""","""nussult-number""","""htf-avg-temp""","""heat-storage-rate""","""heat-storage-rate-co"""
0,0,0,299.9999999999999,0,0,0,0,299.9999999999999
1,0.1,0,300.0020656626405,38.9285799381226,0.000306674139961189,29.3796026925197,-0.0002988662035292577,303.1382613823996
2,0.2,0,300.0077356638265,74.02111138953927,0.001046041185502076,9.476816332025189,-0.0001956626615537971,306.1802715455848
3,0.3,0,300.0135380331832,99.192341925897,0.001767802494256182,9.532879710961344,0.0004283003930822815,308.1624764326409
4,0.4,0,300.0245319663712,135.9996115611324,0.003102108908003135,9.808660551256239,0.000752462550593691,310.73782696426
5,0.5,1.849709450606895e-07,300.0415105789792,178.9918063071123,0.005165188843543669,10.12349908276242,0.0004731058535583088,313.4311671707287
6,0.6000000000000001,1.767689706113372e-06,300.065552535254,223.7604481713375,0.008176496369605915,10.47442697789355,-0.0003908022277414602,316.0800716636147
7,0.7000000000000001,7.329595486971057e-06,300.0975639644171,265.8856860943544,0.0124106472296186,10.72238970158819,6.17359887087332e-05,318.6332042291742
8,0.8,2.205112645341092e-05,300.1379847991981,301.6135238193086,0.01817138840430489,10.82750214683895,0.0004160049388701736,321.0794411550673
9,0.9,4.708923356162627e-05,300.1870801871694,329.0176117700215,0.02574854899379241,10.83720134278083,0.000963158432966793,323.4200760928547
10,1,8.632378208160715e-05,300.244459162376,347.8433616217344,0.03539365527599968,10.80617140493289,-0.0006944884576114418,325.6549156091361
11,1.1,0.0001428851443833289,300.3093636348586,358.6093990524284,0.04731951967296606,10.79447313461351,0.0007929254196596958,327.7755693335034
12,1.2,0.0002169358717820585,300.3808903786455,362.2776804811267,0.06169534429738287,10.80471035354352,0.002067024168241005,329.7642454552526
13,1.3,0.0003108817386831379,300.457793311858,360.0372975974407,0.07856102513115509,10.8305944398553,0.003434806336713336,331.5976326919565
14,1.4,0.000427563443377999,300.5387638184405,353.372030512934,0.09791188480261329,10.84087368516823,0.006660890524528895,333.2534391972159
15,1.5,0.0005703640632824961,300.6225261843816,343.9308043397098,0.1197019534646278,10.84483735115425,0.007453728305961249,334.717538037441
16,1.6,0.0007457603519440877,300.7077726290346,333.1606751104415,0.1438957922272917,10.83135309172706,0.007071198719586391,335.9897690128814
17,1.7,0.0009558349176613343,300.7936870621547,322.1079775743606,0.170500012734645,10.82156724167277,0.005683605362889921,337.0854021928367
18,1.8,0.001206866966301717,300.8792957389634,311.3955092087178,0.1995872817866975,10.81620802144705,0.004116814951999004,338.031439913856
19,1.9,0.001502488026718551,300.9639275654225,301.2582799944556,0.2312881430831383,10.8140040814392,0.00305263605912387,338.8592503636149
20,2,0.001848051858227992,301.0469008245707,291.9580381212777,0.2657751486128984,10.81446723428945,0.0004904141605379664,339.596876212435
21,2.1,0.002243151917942407,301.1280136750335,283.4542717677463,0.3032310093755768,10.81593647257811,-0.001455839090851896,340.2650376067482
22,2.2,0.002685289058990042,301.2072301545208,275.678969954447,0.3438235109767054,10.81652698023219,-0.0029373354531117,340.8766961405767
23,2.3,0.003169941544708114,301.2846616579842,268.4661293691017,0.387686772708111,10.81674769493637,-0.001791686224748901,341.4390580361566
24,2.4,0.003692239915910012,301.3604343161871,261.8693536806391,0.4349113270062853,10.81644722603573,-0.003408008279905061,341.9559646754785
25,2.5,0.004246576870978549,301.4347388910418,255.753229052589,0.4855379594676903,10.81587652270664,-0.004244338744427978,342.4301171341117
26,2.6,0.004826769339894222,301.5078133301041,250.0390466424998,0.5395614721541178,10.81492615513628,-0.004752597572462491,342.864239967171
27,2.7,0.005428094618783591,301.5797979297284,244.6682648227521,0.5969367175451225,10.81390275760109,-0.005901716993719219,343.2613770508091
28,2.8,0.006046650400747491,301.6507862618902,239.6064067082974,0.6575843748714479,10.81320161113103,-0.005969162767598846,343.6248002840828
29,2.9,0.006680044508616959,301.7207871808889,234.8219890960659,0.7213965604001713,10.81259855419622,-0.007137181746742272,343.957774189038
30,3,0.007325658019106419,301.7898516807252,230.3001607472527,0.7882427707788042,10.81203631291628,-0.006276320013597569,344.2633828288318
31,3.1,0.007981494774127421,301.8580123010852,226.0195287861116,0.8579748582564862,10.81150979649681,-0.006758804513282257,344.5444475602964
32,3.2,0.008646139598776602,301.9252810598091,221.9718617034035,0.930431649534983,10.81084643958548,-0.005836894227428502,344.8034830776195
33,3.3,0.009318484352222564,301.9916638076081,218.1393419143281,1.005443000042862,10.81032809088872,-0.006341073897090155,345.0427379412944
34,3.4,0.009997508729522292,302.0571743005233,214.5130313751432,1.082833066546212,10.80953057957534,-0.005851373333570109,345.264198116001
35,3.5,0.01068149530109288,302.1218758579984,210.9916999990897,1.162429849629615,10.80887685300437,-0.01502044904904665,345.4696503874841
36,3.6,0.01137085390186049,302.1857000264842,207.7203104563823,1.244055457199969,10.80815444674434,-0.01542765559977965,345.6605795676018
37,3.7,0.01206535668273127,302.2486415848594,204.6373305610632,1.327503745878327,10.8071943910232,-0.01513161628489001,345.8383622537935
38,3.8,0.012764042449394,302.3107579921034,201.7230866187485,1.412306112316744,10.80632088766859,-0.01417815901231734,346.0042760298889
39,3.9,0.0134668926303539,302.3720434957503,198.9630897900079,1.498178132170135,10.80520967069725,-0.01307848202924333,346.1594579518789
40,4,0.01417478890408121,302.4324334765518,196.3479621238937,1.584628310726323,10.80322240406319,-0.01225413486181992,346.3048882432768
41,4.100000000000001,0.01488841478225869,302.4918825920303,193.8704683363221,1.671326426937491,10.80203119016284,-0.01184119963329522,346.4414168161555
42,4.2,0.01560674317397543,302.5504655973491,191.5211234925882,1.758121417736381,10.8008768389633,-0.01162735691823968,346.5697953680356
43,4.3,0.01632909821658204,302.6082284047384,189.2900272290299,1.844906942306888,10.79963430102138,-0.01109622124616294,346.6906970411782
44,4.4,0.01705374515235012,302.6652876599508,187.1653478838298,1.931412713635949,10.79832619142582,-0.01032298741674254,346.8047309693643
45,4.5,0.01777789938963946,302.7217776642695,185.0681165875321,2.017337513027477,10.7971526848067,-0.003770394700325141,346.9124964141051
46,4.600000000000001,0.01850005863627395,302.7778028642605,183.0957960823759,2.102586838374434,10.79570704827107,-0.003619782702884322,347.0144157694525
47,4.7,0.01921879567585224,302.8334397831242,181.2028895315057,2.187140459363314,10.79409973084608,-0.003260675498381715,347.1109679300512
48,4.800000000000001,0.01993298902086327,302.8887368428142,179.3687412952601,2.271004190653629,10.79251024512063,-0.001756382491720387,347.2026328843403
49,4.9,0.02064217441901889,302.9436944266851,177.5773904623732,2.354193155240329,10.79092379006009,-0.001600353965955037,347.2898924957044
50,5,0.0213461918773031,302.9982981982254,175.8236361378426,2.436725525025077,10.78930820598648,-0.0005138690210912955,347.3731547306514
51,5.100000000000001,0.02204432104237173,303.0525777100992,174.0956907709865,2.518617255947534,10.78769498734179,-0.0009565440144285731,347.4527943968967
52,5.2,0.02273615124120308,303.1065429886841,172.4029230096153,2.599884652372684,10.78620239236573,0.0003577798178753255,347.5291364303135
53,5.300000000000001,0.02342119146103237,303.1602134727738,170.7293074242902,2.680543753809676,10.78474247764388,-8.250575388046855e-05,347.6024897852352
54,5.4,0.02409882113761915,303.2136205289597,169.0841634686009,2.760609680791134,10.78335998602472,0.001002260770974317,347.6731169190322
55,5.5,0.02476864316841288,303.2667811858269,167.4565993439052,2.840097822566535,10.78198628370124,0.0004655296236819595,347.7412786444409
56,5.600000000000001,0.02543129377563846,303.3196415546915,165.8560366680009,2.919022690392752,10.7807014341773,0.001095444242707799,347.8071855793656
57,5.7,0.02608760483296102,303.372133918716,164.2714464102725,2.99739684762409,10.77947030839891,0.0004779096767038027,347.8710543962237
58,5.800000000000001,0.02673838469644141,303.4241935785393,162.7090086358646,3.075228033399652,10.77832641194492,0.001447457614830228,347.9330533163464
59,5.9,0.02738336688532212,303.475840705832,161.1640478705098,3.152512423116848,10.77732679323261,0.0007945233096222637,347.9933560611358
60,6,0.02802188358673289,303.5271290265381,159.6431140174645,3.229261069569127,10.77631248394646,0.001317371279839108,348.0520881558984
61,6.100000000000001,0.0286546457505229,303.5780169385378,158.1421385145522,3.305489286929722,10.77535644018837,0.0007856640828833861,348.1093779551341
62,6.2,0.0292811816186601,303.6285510731382,156.6695406840726,3.381212155410696,10.77445937709039,0.001489917979768052,348.1653105940343
63,6.300000000000001,0.0299013687857877,303.6787500460954,155.2183041577346,3.456435172628978,10.77358046139597,0.000942325185548043,348.2199786509289
64,6.4,0.03051529446348895,303.7286138431891,153.7934906820237,3.531164905026257,10.77281218789136,0.001614779555950463,348.2734439351019
65,6.5,0.03112296952807157,303.7781458699046,152.3847153031828,3.605423305056669,10.77186533884382,0.0009118304005539812,348.3257805981054
66,6.600000000000001,0.03172423448814855,303.8273633464185,151.0000523318005,3.679226050826052,10.7709877979601,0.001205504389844236,348.3770371049723
67,6.7,0.0323200046010358,303.8762040448744,149.63036389903,3.75255746464564,10.77021296165102,0.000814354882322732,348.4272770908378
68,6.800000000000001,0.03291132353407061,303.9246020130336,148.2848329551347,3.825415881461913,10.76943710414442,0.001886216845520039,348.4765308302396
69,6.9,0.03349769471775516,303.9726005219721,146.9532286643071,3.897807284475879,10.76876021846323,0.001357603942551577,348.5248533105458
70,7,0.03407907094949589,304.020209301099,145.644574469167,3.969659464471115,10.76814357231882,0.002273343214341139,348.5722652685655
71,7.100000000000001,0.03465532322998315,304.0674431352484,144.3461766345907,4.040939571035246,10.76755957630115,0.001641720296703397,348.6188184453642
72,7.2,0.03522680788772219,304.1142827465977,143.0710337190998,4.111597247531215,10.76700896835661,0.002506756399299093,348.6645304638019
73,7.300000000000001,0.03578848211285836,304.1607697368292,141.709578097902,4.181628419570508,10.76652138510961,-0.01019737604866577,348.7095173958193
74,7.4,0.03634904732052321,304.2068289922989,140.547203567936,4.251037675988061,10.76578005612345,0.001794029341624537,348.7536548580528
75,7.5,0.03689995154268602,304.2526124450295,139.2350188478632,4.319843427149601,10.76542067185067,-0.01074797532038474,348.797085936555
76,7.600000000000001,0.03744989852687079,304.2979883551016,138.1064216961669,4.388050077196767,10.76471658149219,0.002305919347548979,348.839701527982
77,7.7,0.0379902730356651,304.3431076337191,136.8243613827103,4.455555966815737,10.76440884755644,-0.00928477126336702,348.8816813975084
78,7.800000000000001,0.03852956450145244,304.387826897105,135.7047708010111,4.522324899769007,10.76385090959609,0.001731247444553219,348.9229519475667
79,7.9,0.03905907360862855,304.4323054407764,134.4474929386414,4.588366151071392,10.76361867504269,-0.009923784004968184,348.9636693948164
80,8,0.03958346080219587,304.4763787566611,133.2598745120761,4.65369375918528,10.76315523349609,-0.01186874650139202,349.0038181821493
81,8.1,0.04010233365845629,304.5201285784199,132.0951664899076,4.718329648330881,10.76273705593712,-0.01186566022005309,349.043386786872
82,8.200000000000001,0.04061591293705225,304.5635605306111,130.9475869127554,4.782292251846155,10.76227182653877,-0.01175543294738191,349.0823809621499
83,8.300000000000001,0.0411280547854604,304.6067154502055,129.8979095264294,4.845588832385419,10.76181916100295,0.001498669857625146,349.1207348832759
84,8.4,0.04163226248673958,304.6495666704746,128.7061092402194,4.908242225578689,10.76169705412772,-0.008861087044863325,349.1586478565238
85,8.5,0.04213224028187262,304.691990264458,127.5733435229121,4.970276104937352,10.76141077196507,-0.010632035393769,349.196114225881
86,8.6,0.04262760008149724,304.7340715887429,126.4667074012179,5.031715627860894,10.76113486317873,-0.01093700821832044,349.2331140180072
87,8.700000000000001,0.04311855104446387,304.7758114669529,125.3762827963014,5.092584741954455,10.76088362326279,-0.01103152323662471,349.2696357622363
88,8.800000000000001,0.0436056860166916,304.8171986623199,124.3027341025463,5.152903792378877,10.76058428322043,-0.01102654949906423,349.3056788119069
89,8.9,0.04408903996810751,304.8582277670659,123.2439159038086,5.212693101736424,10.76032419194896,-0.0100952904974605,349.3412475612102
90,9,0.04456913045965097,304.8988737019644,122.2009704020388,5.27197128212317,10.76010630396046,-0.009588212981114452,349.3763468691797
91,9.1,0.04504508362725693,304.9392017523355,121.1706648614874,5.330753988543742,10.75990666378353,-0.009490226669512936,349.4109791298301
92,9.200000000000001,0.04551740815057691,304.9791815897218,120.1492874856288,5.389055546639426,10.75968794547571,-0.01009482022665509,349.4451477937016
93,9.300000000000001,0.04598651860657201,305.0187973901153,119.139928269642,5.446888194668432,10.75950668305884,-0.009710562563100211,349.4788526003308
