Time Step,flow-time,q,pcm-avg-temp,nussult-number,temp-uniformity-index,flux,htf-t-avg,flux-co
"(""Time","Step""","""flow-time""","""q""","""htf-temp-avg""","""nussult-number""","""pcm-temp-avg""","""heat-storage-rate-co""","""heat-storage-rate"""
47,4.7,0.02809269746029907,303.1496998983474,313.1443620770336,4.90101616637791,189.8872699003826,347.8834140085833,0.0004021255495558762
48,4.800000000000001,0.02891296607012113,303.2064504332959,308.8224075288235,4.987737324759805,187.252170029267,347.9655854948911,-0.0002503534752236192
49,4.9,0.02972143156206888,303.2627265448457,304.506680700876,5.073556371798441,184.6897187520362,348.0446501215333,0.0002389911097679942
50,5,0.03051771364631665,303.3185552649034,300.1821830946893,5.155555207242184,182.2046329855084,348.1208112634774,-1.583810870897651e-05
51,5.100000000000001,0.03130174167314154,303.3739447202561,295.8908952032806,5.232167057705404,179.768606023635,348.1943263600115,-0.0002967779201412668
52,5.2,0.03207321644210235,303.4289133308903,291.5934540604836,5.305540710921305,177.3716387713774,348.2654746892956,-0.0002523715867823739
53,5.300000000000001,0.03283213725850304,303.483459844274,287.2937093035546,5.377441100013742,175.0242493165547,348.3344755009206,0.000159207487229196
54,5.4,0.03357912801499393,303.5375511198997,283.0551287807342,5.448770562260494,172.7356315517044,348.4014738685735,3.781411467684848e-05
55,5.5,0.03431473461007285,303.5911702232739,278.938114393963,5.519752565366762,170.4884311073004,348.4666264016704,-5.333309593424929e-05
56,5.600000000000001,0.03503929765135871,303.644319431107,274.9460802063119,5.590323410158257,168.2857918079112,348.5301073746522,9.718736041008924e-05
57,5.7,0.03575188880091176,303.6970814120813,270.9944760704759,5.660508159880648,166.1342863737323,348.5920612900827,-0.0002421863596282492
58,5.800000000000001,0.03645185221717138,303.7495077525126,267.0275325613434,5.730390802352706,164.0311486632435,348.6525712644225,-9.278391939915309e-05
59,5.9,0.03714134538789805,303.8014631009631,263.1637741390952,5.800043435688499,161.9587550802875,348.7117060157055,0.0003363001927993992
60,6,0.03782151301495315,303.8528900925928,259.4177935759557,5.8688606526293,159.9204237679461,348.7695246426701,-0.0001061112034506095
61,6.100000000000001,0.03849287737021706,303.9037792595915,255.7908111348794,5.936574242029359,157.9264842863168,348.8260800909496,0.00039399331026857
62,6.2,0.03915585602705389,303.9541296647982,252.2649040134294,6.003228604110956,155.9879317666061,348.8813776589781,9.890251300248565e-05
63,6.300000000000001,0.03981068562631612,304.0039531247544,248.8541350897467,6.069021162593369,154.0867166259122,348.9354238461464,0.0004139306758190742
64,6.4,0.04045756398157983,304.0532666194434,245.5770671064672,6.134161693683849,152.2183002851198,348.988253034869,-4.298372809330431e-05
65,6.5,0.04109674030252015,304.1020841997728,242.4296050727668,6.198772368153561,150.3867261099662,349.0398937089136,0.0002451929566973376
66,6.600000000000001,0.0417285101567703,304.1504200729461,239.4167030153739,6.262893969947977,148.607879159482,349.0903179001172,0.0003473298274343506
67,6.7,0.04235344422396276,304.1982745515873,236.5606502952763,6.326401477053715,146.8864219140347,349.1394365530095,0.000283740221931339
68,6.800000000000001,0.04297190381776278,304.2456630224686,233.8603521005421,6.38916819048188,145.2130042218534,349.1872239157943,-0.0002366019973010225
69,6.9,0.04358426045413866,304.2925952594247,231.287254951038,6.449794880585728,143.585114040042,349.2337180510259,0.0003401837915362194
70,7,0.04419097876034387,304.3390734566045,228.8395634336501,6.50859026010897,142.0043054721559,349.2789368850652,-0.0001334879114267551
71,7.100000000000001,0.04479231926012974,304.3851114626203,226.4973105550067,6.566322140942861,140.4767464638404,349.3228686959311,0.0002409728306531633
72,7.2,0.04538822890393678,304.4307393388536,224.2312845923232,6.62336443097248,138.9972096774862,349.3655032665437,-0.0001990243508203093
73,7.300000000000001,0.04597882894034051,304.4759700684145,222.0303346652545,6.679984978865027,137.5578730002809,349.4068681659783,-0.000249207507721394
74,7.4,0.04656417654434434,304.5208184837234,219.886164629844,6.736358220452464,136.1581117091983,349.4469950566886,-0.0002343291204169873
75,7.5,0.047144224873671,304.565303742778,217.7785746540696,6.792558842438196,134.8043824335543,349.4859050505531,-0.0001233514905720767
76,7.600000000000001,0.04771905586835084,304.6094344629303,215.7119598671773,6.848492770679856,133.4875040959066,349.5236437067472,0.0002944454159035104
77,7.7,0.04828866118854709,304.6532244313791,213.6875667598594,6.904034251826523,132.1988846813043,349.5602757033934,-3.974055812250299e-05
78,7.800000000000001,0.04885302859105443,304.6966860226985,211.7027610315716,6.959166497216567,130.9327112717774,349.5958624061481,-5.751036357537487e-05
79,7.9,0.04941229729732813,304.7398208304951,209.747679651704,7.013947916748182,129.7010020793742,349.6304509915708,-9.752792877293359e-05
80,8,0.04996635460759643,304.7826475473447,207.8130069276224,7.068413873599557,128.5088414183802,349.6641009316373,2.747602610497779e-05
81,8.1,0.05051508705870492,304.8251840118578,205.9091155539676,7.122566820188356,127.3398257504676,349.6968770918457,9.159943604686305e-05
82,8.200000000000001,0.0510587188867767,304.8674253266349,204.049073616585,7.176387090494526,126.1866339307007,349.7288253379472,0.0001456367891989885
83,8.300000000000001,0.05159730257465052,304.909379815186,202.2277767798826,7.229847216198163,125.0602696006208,349.7599995766505,0.0001886581050598579
84,8.4,0.05213076826074416,304.9510638020117,200.4307103580852,7.282934279893219,123.9680239739357,349.790432828639,0.0001021886708088005
85,8.5,0.05265927302951901,304.9924776439859,198.6678542929121,7.323652279683651,122.9003091850429,349.8201545642516,-2.120497163105028e-05
86,8.6,0.05318285790639973,305.0336302474289,196.9482330948296,7.361666964217465,121.8495018441914,349.8491917154373,-8.47013125309104e-05
87,8.700000000000001,0.05370134131829598,305.0745441607039,195.2566410667804,7.401486508597024,120.817513697418,349.8775781590662,-1.4186085920187e-05
88,8.800000000000001,0.05421486889249804,305.1152173493971,193.5844991096916,7.442575590438552,119.8071208412359,349.9053590048245,-8.147615507425598e-05
89,8.9,0.05472393965829429,305.1556241575957,191.944705737645,7.48460236252668,118.815954545407,349.9325299968166,-1.395862555853e-05
90,9,0.05522859943339912,305.1957715208355,190.3421689539084,7.527391092717377,117.8394481002471,349.9590614014382,-6.405748987958759e-05
91,9.1,0.05572913893087467,305.2356504947385,188.7829925524429,7.570736234536073,116.8793018272341,349.984974764996,3.027701841062935e-05
92,9.200000000000001,0.05622568139199482,305.2752650016192,187.2674709743586,7.614474296275935,115.9376836840756,350.0102945579555,8.335873805265237e-05
93,9.300000000000001,0.05671842885045009,305.3146142504518,185.7989008958243,7.658544592125454,115.014644447108,350.0350276551348,-2.156672107389568e-05
94,9.4,0.05720763711390774,305.3536940923927,184.3795092494165,7.702930372513366,114.1085270980293,350.0591785874493,-8.556666999481877e-05
95,9.5,0.05769339340644673,305.3925121911806,183.0028784794303,7.747596085960359,113.2254815230687,350.0827576315793,0.0001453457722959683
96,9.600000000000001,0.05817582130356121,305.4310737213265,181.6658964950244,7.792479912053093,112.3680285793684,350.105769413662,-9.614332051910424e-05
97,9.700000000000001,0.05865514918640061,305.4693766235608,180.374097715322,7.837523288171944,111.5313349458053,350.1282269419465,0.0001463032848221246
98,9.800000000000001,0.0591315104671167,305.507424967591,179.1276114058126,7.882685647742238,110.7105805982717,350.1501538639643,-0.0001386864441315083
99,9.9,0.05960496269157199,305.5452269474927,177.9172729666562,7.927431612868967,109.9100084770154,350.1715611230316,0.0001682206431894429
100,10,0.06007571980189896,305.582779868943,176.7407569955269,7.971691080405296,109.1329898538941,350.192439406737,-0.0002407943902653642
101,10.1,0.0605437586507258,305.6200970464279,175.5914992688583,8.015401089182429,108.3835447435143,350.212789995865,0.0001987073923430671
102,10.2,0.06100915175756604,305.6571841716021,174.4715339276356,8.058464537789256,107.6544565340112,350.2326379059688,9.717371105466555e-05
103,10.3,0.06147196450635604,305.6940462117091,173.3804409228479,8.100645273583504,106.9387829266561,350.252002555072,0.0003547320495016493
104,10.4,0.06193211380324278,305.7306971899654,172.310896297789,8.141798510267657,106.2384751626591,350.2708957740854,-4.078931009132702e-05
105,10.5,0.06238965538040765,305.7671404937502,171.2589086254027,8.182120173081774,105.5549519709778,350.2893406203541,0.0002915866533470535
106,10.6,0.06284464686234534,305.8033793715604,170.2246138844895,8.22182512181244,104.889795905569,350.3073720562537,9.528556131499499e-05
107,10.7,0.06329704337675014,305.839423660788,169.2089241660545,8.260831704276983,104.2367569213066,350.3250018699242,-0.0001311965413890448
108,10.8,0.0637468496855946,305.8752791091576,168.2100353792257,8.299087442498813,103.595816372261,350.3422220732244,-9.043272282838188e-05
109,10.9,0.06419406340268445,305.9109517693798,167.2247954985793,8.33678968073747,102.969884547492,350.359045501384,7.849342138399606e-05
110,11,0.06463872345478518,305.9464447920022,166.255334078684,8.37415598610457,102.3574290364131,350.3755120123874,-3.063335225306218e-05
111,11.1,0.06508081298573762,305.9817646966265,165.3040751916551,8.411358145980499,101.7505723436849,350.3916219158178,-0.0002304784789544101
112,11.2,0.0655203392540617,306.0169156980202,164.3675734187107,8.448514344364677,101.151552881341,350.4073692382601,0.0002072802177934818
113,11.3,0.06595726425310586,306.0519048409463,163.4415597159079,8.48561181856226,100.5630951233618,350.4227716295347,5.374240703304167e-05
114,11.4,0.06639160058105853,306.0867354766183,162.522325688298,8.522655147147832,99.98963644804692,350.4378575539918,8.783977442305968e-05
115,11.5,0.06682347012922811,306.1214034670462,161.6128404106537,8.559671378174851,99.42911356793893,350.4526525962695,-0.000107633545525232
116,11.6,0.06725290282953425,306.1559110380244,160.717851648999,8.596640808781073,98.87426315174379,350.4671742794192,-0.0001743262713631566
117,11.7,0.0676799270834812,306.1902606733511,159.835702106989,8.633431252147293,98.32870157513116,350.4814397353887,0.0001548608597090606
118,11.8,0.06810462476788214,306.2244512778446,158.9655872449141,8.670068567911395,97.79392066512958,350.4954593647797,-7.255628412394799e-05
119,11.9,0.06852707115851878,306.2584824154815,158.1093775412953,8.706634619769497,97.26798555744124,350.5092160118518,-0.000168786743827809
120,12,0.06894726470529121,306.2923587807194,157.2660688492341,8.743206261204264,96.75022422375699,350.5227116384499,0.0001670733210659137
121,12.1,0.0693652286994467,306.3260832016888,156.4338840182606,8.779829046762675,96.24215324469174,350.5359902737072,0.0001302436707106835
122,12.2,0.06978103238995843,306.3596553673074,155.6114625665626,8.816425174934714,95.74614167293822,350.549073723514,-9.169065315006719e-05
123,12.3,0.07019472098174777,306.3930764165838,154.8010481575519,8.852862466012551,95.25744975592644,350.5619460542671,-0.0001859135280994906
124,12.4,0.07060639455035027,306.4263434991568,154.0054625656708,8.889151057267274,94.77288569922467,350.5746090084268,-0.0002201238317951493
125,12.5,0.07101607768577099,306.4594590466801,153.2226301332959,8.925355918382795,94.29479167580361,350.5870852882605,-0.0002313244177543083
126,12.6,0.07142385848617035,306.4924210722868,152.452528372204,8.961523457057178,93.82340814417987,350.599389120373,-0.0002337192778156805
127,12.7,0.07182982828239451,306.5252274120259,151.6965860842516,8.99767272061545,93.35756199121873,350.6115078326634,0.0004310427117673044
128,12.8,0.07223405384582622,306.5578775987385,150.9524116485119,9.033805018257143,92.89904150619726,350.6234219388322,0.0001669622202769006
129,12.9,0.07263657535842663,306.5903731420443,150.2203754251487,9.06991248121385,92.4481291115751,350.6351211386794,-0.0002391081556254449
130,13,0.07303743537087912,306.6227152435241,149.5018007120009,9.105987736363669,92.00240907503556,350.6466195211162,-0.0004738255015865889
131,13.1,0.07343666787505906,306.654905582712,148.7965686914061,9.142027550795305,91.56064799197412,350.657934761969,-0.001453597161898301
132,13.2,0.07383440236770762,306.6869394144049,148.0988273360361,9.178080430860838,91.13612955938665,350.6690699921566,0.001157390733297348
133,13.3,0.07423070769410349,306.7188161811458,147.4164279030679,9.214050710553048,90.71044924388337,350.6800344411183,-0.001024366618793238
134,13.4,0.0746256189740426,306.7505377297156,146.7466883308175,9.249746710800849,90.29359159793273,350.6908321933497,-0.001108345084759321
135,13.5,0.07501914781705217,306.7821073475368,146.0898255649485,9.284366068898068,89.88190638951639,350.7014639866341,-0.001079437584962761
136,13.6,0.07541131629428821,306.8135274210109,145.442884812547,9.318254981532039,89.47998530224631,350.7119270898839,0.000805964805408621
137,13.7,0.07580217075089739,306.8447984478778,144.806749039144,9.351798335345432,89.0805948242665,350.7222228503598,-0.0004452520781370595
138,13.8,0.0761917525062852,306.8759211947184,144.1806128010803,9.385199006440756,88.68883335830587,350.732357509922,-0.0004534845268437948
139,13.9,0.07658008459702,306.9068976409168,143.5625624529713,9.418562574715834,88.30547356001804,350.7423314771774,-0.0004400475397687842
140,14,0.07696722114570545,306.9377275589054,142.952965100333,9.450991121591175,87.93005815212176,350.7521468930921,-0.0004176484531086544
141,14.1,0.07735315590692579,306.9684149055376,142.3548043362133,9.482587201440388,87.55960753537805,350.7618123070976,0.001015255679803317
142,14.2,0.07773794354603217,306.9989591669568,141.765319281325,9.51377177435565,87.19425715443633,350.7713345265441,0.0007494738513429411
143,14.3,0.07812156204915251,307.0293650077912,141.1877312887511,9.544786243841733,86.8280597716722,350.7807161174929,-0.001292805340142422
144,14.4,0.07850404915851354,307.0596325441762,140.6201343825838,9.575104551405518,86.47187415802011,350.7899582463837,0.003726738307506139
145,14.5,0.07888545089090805,307.0897617675705,140.0565275821671,9.604309179975488,86.12174836414889,350.7990643886996,0.003490667749503018
146,14.6,0.07926201896539306,307.1197555210128,139.6383000109341,9.632820006220609,85.60717402698445,350.8080734882376,-0.02726962813845546
147,14.7,0.07964090109962783,307.1495539514913,138.953720322824,9.660910125505321,85.43207128459773,350.8169422835932,-0.001468076190022316
148,14.8,0.08001876813864006,307.1792770833022,138.4077693821857,9.689074772598589,85.10676296415957,350.8256713808809,-0.001209984675725195
149,14.9,0.08039581266383934,307.2088747822655,137.8792666515445,9.717026141871369,84.77858641358252,350.8342698609824,0.003547296487809604
150,15,0.0807718301440747,307.2383485787979,137.3624622283408,9.74474840762355,84.43751952105643,350.8427469756577,-0.004574106886579443
151,15.1,0.08114318476240207,307.2676961213271,136.971662000383,9.772441642468841,83.96459996757065,350.8511327448745,-0.02717877061563456
152,15.2,0.08151320182635612,307.2968576192225,136.46734520795,9.800099087117859,83.6358382901125,350.8594175162419,-0.03023952264379659
153,15.3,0.08188555878220009,307.3258905046468,135.8292888040523,9.827867531432018,83.48446743872486,350.8675511141635,-0.005695852737630958
154,15.4,0.0822571545405269,307.354863361107,135.3226479363206,9.855906529411762,83.19057315266448,350.8755415969378,-0.004535892787103535
155,15.5,0.08262799585913795,307.3837272568945,134.8300600323786,9.884115162235544,82.88985792979082,350.8834160118233,-0.004831254409936037
156,15.6,0.08299793254861065,307.4124802575465,134.3371100485581,9.912463841211217,82.60580859829022,350.8911884119429,0.003284577497751684
157,15.7,0.08336328493382882,307.4411193277129,133.9822719594675,9.940921061603035,82.15632707487941,350.8989021963907,-0.02380728049128322
158,15.8,0.08373097514260688,307.4695841638105,133.3850608275576,9.969335761808177,82.01073160140716,350.9065173827511,0.003771622196552471
159,15.9,0.0840978261867328,307.4979860132271,132.9048778247605,9.99786739913452,81.7312667560283,350.9140331021376,0.0006062421016110875
160,16,0.08446393480667855,307.5262816860712,132.4405059997805,10.02638812025117,81.4459336621143,350.92145878565,0.0008712642767250145
161,16.1,0.08482915229006666,307.5544705975773,131.9821597215395,10.05485701507593,81.16173084942801,350.928792159848,0.0006298354848155441
162,16.2,0.08519345383269385,307.5825519009117,131.5266810883523,10.08318402356966,80.88136862734456,350.9360264491904,-0.0003777510754332525
163,16.3,0.085556829334377,307.6105266161196,131.0740460318538,10.10864191870874,80.6078969883539,350.9431659440136,0.0002967089728116434
164,16.4,0.08591928757159993,307.6383954384173,130.6249958321505,10.13245261228359,80.33854034737523,350.9502365298486,4.142674660556622e-05
165,16.5,0.08628082547244338,307.6661601048874,130.1818864462914,10.15670430312714,80.0705873682649,350.9572643181311,-4.676106290446569e-05
166,16.6,0.08664140361437454,307.6938248485903,129.7444222412131,10.18141478960842,79.80299152422734,350.9642345728241,0.0002200024894136732
167,16.7,0.08700104791510463,307.7213893440166,129.3093065338871,10.2064944365492,79.54022072199231,350.9711080331186,6.710037312984696e-05
168,16.8,0.08735975858022887,307.7488551479453,128.8787819604319,10.23190344232198,79.28016936620332,350.9778888280535,-5.19436883621438e-05
169,16.9,0.08771753407944312,307.7762239297753,128.4530663194098,10.25758369207854,79.02201749780329,350.9846162454908,0.0001935516964266526
170,17,0.08807436343219192,307.8034978767784,128.0311770365054,10.28347511369497,78.76614586184709,350.9912994300541,-4.164206771406498e-05
171,17.1,0.08843024995262988,307.8306780791158,127.613424376074,10.30818163993087,78.51189739176925,350.9979091177404,0.000171756831946368
172,17.2,0.08878521366787041,307.8577644294157,127.198201798388,10.33104606020157,78.26118770431783,351.0044292735351,-2.939326857642754e-05
173,17.3,0.08913924557516152,307.8847589367661,126.7874690110359,10.3543599129963,78.01213503771153,351.0108800994965,0.0003059966176834905
174,17.4,0.08949238478254393,307.9116602295368,126.3802230712861,10.37496047788795,77.76580324916537,351.0172798908483,0.0001075527119098751
175,17.5,0.08984459777557958,307.9384719886933,125.9774653211864,10.39549826832077,77.52052696298583,351.0236230899542,0.000293006415859054
176,17.6,0.09019587402661641,307.9651962921725,125.5769210781996,10.4167153873376,77.27874371766023,351.0298927631184,-0.000126782804755976
177,17.7,0.09054622850947545,307.9918335065316,125.1781072660032,10.43844586596871,77.04243843988459,351.0360844568722,-0.0001762735224986045
178,17.8,0.0908957077171048,308.0183818465177,124.7825400124036,10.46055668479518,76.81040382491665,351.0422155853559,0.0001038938381157095
179,17.9,0.09124432323110024,308.0448419192745,124.3930809164618,10.48295498334743,76.57720074321132,351.0483087290582,0.0002648948744763402
180,18,0.09159206712923258,308.0712154663231,124.0094312695981,10.50557858778296,76.34259305626874,351.0543757187667,8.622801045987671e-05
181,18.1,0.09193895156274924,308.097502717043,123.6284631666622,10.52838093211308,76.10985058382076,351.0603979364614,0.0001600211686110242
182,18.2,0.09228500366032338,308.1237029272895,123.2476296021721,10.55131432988344,75.88274749637191,351.066349478412,-3.648326563165938e-05
183,18.3,0.09263022109179704,308.1498176248982,122.8663428382252,10.57434337797244,75.66339581469431,351.0722239429545,-1.837983252528375e-05
184,18.4,0.09297460064991574,308.1758484362049,122.4893662597558,10.59743997874392,75.44574404798718,351.0780414307916,1.319410428379797e-05
185,18.5,0.09331814489818259,308.2017963932124,122.1195753844121,10.62058652607707,75.22504060564114,351.0838232754525,2.396550193850544e-05
186,18.6,0.09366085574163985,308.2276623758235,121.7543817965572,10.64377111215673,75.00360477076477,351.0895806862538,1.063337946050069e-05
187,18.7,0.09400275721722698,308.2534457590282,121.3910902398554,10.66698455621128,74.78501923854066,351.0953011791476,0.0001182443720892934
188,18.8,0.09434387410022441,308.279145956914,121.028469987684,10.69021893070828,74.57161117754191,351.1009662287075,1.672179494960346e-05
189,18.9,0.09468418473429462,308.3047655984516,120.6689297472024,10.71344506967349,74.35974976528934,351.106571303866,0.000125587080646028
190,19,0.09502368520446154,308.3303059510995,120.313379594396,10.736643278556,74.1476701386992,351.1121339786122,2.980044811806692e-05
191,19.1,0.09536239788912158,308.3557664589674,119.959584855898,10.75977658612251,73.93866294407981,351.1176590872708,8.756826827038822e-05
192,19.2,0.09570029299319624,308.3811502749732,119.6077894286993,10.78275934359107,73.73250261216553,351.1231383039993,-3.868649699256821e-06
193,19.3,0.09603734316954707,308.4064603455635,119.260695431537,10.80560078094004,73.5256584,351.1285693125504,8.700425530605571e-05
194,19.4,0.0963735835123634,308.4316950414886,118.9191871704914,10.82833229946733,73.31589103441303,351.1339622148993,-3.916657050240246e-05
195,19.5,0.09670904638816595,308.4568528366415,118.5800059272646,10.85098325931655,73.10709992748599,351.1393122798179,0.0001055158590475003
196,19.6,0.09704369467718547,308.4819371789021,118.2394731697948,10.87357503984174,72.90420758865972,351.1446044903449,3.475733575442064e-05
197,19.7,0.09737752311952221,308.5069493575596,117.9006697151289,10.89612145478849,72.70390474049074,351.149838782239,-8.804757101188443e-06
198,19.8,0.09771052191070374,308.5318909184818,117.5666454653339,10.91863153397966,72.50211312455173,351.1550360994054,-2.274277107972011e-06
199,19.9,0.09804267307560226,308.5567638392971,117.2363343022602,10.94111053392955,72.29920294154699,351.1602060994776,4.311732409689739e-05
200,20,0.09837398538388618,308.581568261583,116.9057429565071,10.96355965729869,72.10048089362824,351.1653352398859,2.677899588832133e-05
201,20.1,0.09870445313020086,308.6063054920613,116.5746950827737,10.98597707695456,71.907172284414,351.1704132447375,-5.064140518129534e-05
202,20.2,0.09903409395651416,308.6309751472214,116.2481927397071,11.00835916733058,71.71254108482526,351.1754449740836,0.0001270181079746635
203,20.3,0.09936289752619942,308.6555786856373,115.924856633199,11.03069517762473,71.51726069095861,351.1804437934442,-8.054485098796249e-05
204,20.4,0.09969080259309474,308.6801212104198,115.6015351140614,11.05286812620982,71.32603993262913,351.1854155120018,-0.0001626081281926872
205,20.5,0.1000178169013174,308.7046031494045,115.2778676808298,11.07486322349015,71.14035401207774,351.1903552151149,-0.0001274803186532836
206,20.6,0.10034394675005,308.7290250512239,114.9565480217118,11.09669656858163,70.95664434894439,351.1952533684009,-0.0001093536757821312
207,20.7,0.1006692139196236,308.7533861598477,114.6404417346048,11.11837787165795,70.76998748456091,351.2001136128707,-0.0001115144048213779
