Time Step,flow-time,area-q,pcm-avg-temp,temp-uniformity-index,heat-storage-rate,heat-storage-rate-comb,heat-storage-rate-shadows,htf-avg-temp,temp-uniformity-1,temp-uniformity-2,temp-uniformity-3,temp-uniformity-4,temp-uniformity-5,temp-uniformity-6
"(""Time","Step""","""flow-time""","""q""","""pcm-temp-avg""","""temp-uniformity-index""","""heat-stoarge-rate""","""heat-storage-comb""","""heat-storage-rate-shadows""","""htf-avg-temp""","""temp-uniformity-1""","""temp-uniformity-2""","""nussult-number""","""temp-uniformity-4""","""temp-uniformity-5"""
22,2.2,9.220579922343693e-05,301.1709427952454,1.210240362796783,782.0430803203598,-0.9752400181287157,-783.0183203384885,321.8000798116357,3.814697265625e-06,1.628462712493183,0.1332473579055071,3.79557585566185e-05,0.7609631227383299,1.951876573879413
23,2.3,0.0001067833143051506,301.2847055102263,1.275008359500286,800.4452587002842,-0.9025635371348031,-801.347822237419,322.4299344678983,1.1444091796875e-05,1.712153577392907,0.1605488968881247,6.845229509325547e-05,0.8239430220695302,2.044562898126187
24,2.4,0.0001224911486141397,301.4015044699058,1.338229869003259,816.073425947597,-0.8231367490414669,-816.8965626966384,323.0347178356312,2.256805337180945e-05,1.793229876001869,0.1903466510534161,0.0001211729444447982,0.8856078849729195,2.134265624188068
25,2.5,0.0001394889901428129,301.5209191918145,1.399890944892198,829.084671718487,-0.7281201799431685,-829.8127918984301,323.6131548037191,4.126225977474964e-05,1.871620760774952,0.222499150030439,0.0002104662204610248,0.9458454796462786,2.221014429930094
26,2.6,0.0001576097382088811,301.6425556686235,1.459987802232409,839.8634355275076,-0.5442537298023638,-840.40768925731,324.1631423795801,7.277978526435437e-05,1.947272112722366,0.2568586302011046,0.000358703267965626,1.004575632821559,2.30483671726661
27,2.7,0.000176738588956184,301.7660457155525,1.518560210947934,848.4591467697542,-0.4672255897559126,-848.9263723595101,324.6820575760615,0.0001246069562611471,2.020192043008478,0.293275519708079,0.0005966923075526044,1.061763460140516,2.385816842521918
28,2.8,0.0001968922539064919,301.8910671945853,1.575688687025159,855.38065671493,-0.3961636754580908,-855.776820390388,325.167060070855,0.0002072613175538044,2.090446702390649,0.3316010493545868,0.0009670464477733196,1.117422155932162,2.464089537528991
29,2.9,0.0002181312339650598,302.0173512797297,1.631485726127849,861.2919103713083,0.02409016132016006,-861.2678202099881,325.6156483359925,0.0003342815535422633,2.158148749448518,0.3716921614544131,0.001525182565109946,1.171597130056794,2.539832825029749
30,3,0.0002404495008291296,302.1446412923007,1.686053476012623,865.6167061980402,0.004371143140666334,-865.6123350548995,326.0263284114534,0.0005239483569810489,2.223399189573037,0.4134071287645884,0.002339476424410281,1.224357270306874,2.613187735042867
31,3.1,0.0002641081861872352,302.2727156006021,1.739516334909248,868.9947520457874,0.04947289311645875,-868.945279152671,326.398955449594,0.0007993952747786929,2.28633243277309,0.4566092739590192,0.003490481350431928,1.275811607785918,2.684313691435689
32,3.2,0.0002892359863518297,302.4013825349813,1.791979784814592,871.4692076308859,0.08123964713745124,-871.3879679837485,326.7349122209144,0.001188472591070656,2.347061493468082,0.501168229041929,0.005068577217830173,1.326075643715928,2.753326263989126
33,3.3,0.0003159779648660192,302.5304667395998,1.843519880302009,873.1250324654015,0.09617910510061023,-873.028853360301,327.0369918539861,0.001724179865932738,2.405663975193978,0.5469600965584643,0.007170384887245549,1.375262236086711,2.820280815436022
34,3.4,0.0003444929591319448,302.6598078352603,1.894196022972082,874.0690769652663,0.1170142144052164,-873.952062750861,327.3090503120445,0.002443961951587013,2.462200230985386,0.5938676227602008,0.009893834156959333,1.423486096848205,2.885195448415041
35,3.5,0.0003748851507280157,302.78926301123,1.944077900578392,874.3632556371634,0.1181231402606429,-874.2451324969028,327.5555027123008,0.00338923561933839,2.516752753304603,0.6417784972966692,0.01333269492688684,1.470850866297971,2.94811794615705
36,3.6,0.0004071197369748544,302.9187118566148,1.993242663724906,874.1135949945315,0.1152703352811812,-873.9983246592503,327.7807961541978,0.004604195795602663,2.569423079785625,0.6905857750006898,0.01757110018234573,1.51745185492528,3.009119858881935
37,3.7,0.0004412656256269176,303.0480467966694,2.041771053215296,873.4291083219723,0.1160551698846675,-873.3130531520876,327.9889607618999,0.006134710464287239,2.620326890544652,0.7401906699506067,0.02267874965246369,1.563362677367983,3.068299391838102
38,3.8,0.0004772812389850106,303.177177767622,2.089745348920349,872.393790154425,0.1201451686667312,-872.2736449857583,328.1833288286522,0.008026907160933816,2.66959056138772,0.7904992283023708,0.02870724492712781,1.608644166042068,3.125771601573924
39,3.9,0.0005154811280288151,303.3060105023366,2.137236903222394,871.1024959080662,0.08638036089931234,-871.0161155471669,328.3664139475383,0.01032587817453355,2.717333220715913,0.8414236483944846,0.03568834843340509,1.653337613691813,3.18164711742199
40,4,0.0005558595972346897,303.4344812973966,2.184306614991861,869.5970023744046,0.09761254677675879,-869.4993898276279,328.5400715689562,0.01307459760687702,2.763666734457922,0.8928817608459073,0.04363384434878852,1.697465482503932,3.236033706630161
41,4.100000000000001,0.0005983762445679541,303.562542275391,2.2310024464516,867.9272782441542,0.1033155565838868,-867.8239626875703,328.7055742589525,0.01631273207154571,2.808690077806166,0.9447947463347673,0.05253580632365285,1.741041204098594,3.289021342664484
42,4.2,0.0006433276729931064,303.6901388183799,2.27737340166724,866.1448777595878,0.1125742402074863,-866.0323035193803,328.8638208224003,0.02007568149225668,2.852507805102584,0.9970917752462813,0.06236841449744759,1.784067357265418,3.340714667379066
43,4.3,0.0006906545994979504,303.8172405211913,2.323464224072306,864.2427144393256,0.1057625980490542,-864.1369518412766,329.0154937689406,0.0243941461269858,2.895222219108613,1.04970103339862,0.07309161165530109,1.826553355708894,3.391208011738684
44,4.4,0.0007405181762752707,303.9438042770012,2.369292282076204,862.270552962847,0.1084760302173891,-862.1620769326296,329.161157117585,0.02929378408776524,2.936900512977345,1.102557681297507,0.08465607396572206,1.86847852953446,3.440564809502564
45,4.5,0.000793074120404361,304.0697980012678,2.4148821635893,860.246625227259,0.109812858310093,-860.1368123689489,329.301304702743,0.03479505803897669,2.977621081408195,1.155599085565457,0.09700620839777679,1.909821760128133,3.488870279463801
46,4.600000000000001,0.0008483683864433282,304.1951970377052,2.460236547046808,858.1794558578071,0.1086318950692942,-858.0708239627377,329.4363861597794,0.04091368044764881,3.017430518810534,1.208768779263347,0.1100837083690811,1.950564814331788,3.536160700098391
47,4.7,0.0009065005283342113,304.3199716576744,2.505356689333119,856.0794391114896,0.1099763462552801,-855.9694627652343,329.5668106294536,0.0476607349712997,3.056373550698424,1.262007742288559,0.1238308022655098,1.99069183218276,3.582471485398324
48,4.800000000000001,0.0009676097585805726,304.4440926257307,2.550237048609507,853.953084459101,0.104769524513884,-853.8483149345871,329.6929389557288,0.05504244014462344,3.094485318932127,1.315268547651688,0.138191777825631,2.030163836329075,3.627848376110413
49,4.9,0.001031752790474997,304.5675392067508,2.594853103030828,851.8093676506242,0.09917087820944914,-851.7101967724147,329.8150856448669,0.06306141666133051,3.131770856064997,1.368504188955459,0.153113629951963,2.068972973312766,3.672265484290619
50,5,0.001098851922167502,304.690300716544,2.639199468140022,849.6544886706852,0.09177244815459318,-849.5627162225305,329.9335258805069,0.07171665688693916,3.168260783284055,1.421673227993467,0.1685468090667734,2.107108009457229,3.715747523464267
51,5.100000000000001,0.001168733283578733,304.8123716513702,2.683276881126706,847.4803204765265,0.08588949794799561,-847.3944309785785,330.0485085967219,0.08100405360718961,3.203992829375173,1.474737520967546,0.1844455588149987,2.14456570676866,3.758328574184424
52,5.2,0.001241346685871613,304.9337397958453,2.727069614155618,845.3004268513456,0.08847058222527693,-845.2119562691204,330.1602543167795,0.09091676144702317,3.23898015345167,1.527659557118185,0.2007683498634203,2.18134216277047,3.800006626214873
53,5.300000000000001,0.001316806473412803,305.0543905365196,2.770560524191844,843.1209398909712,0.09019739782286962,-843.0307424931483,330.2689545230537,0.1014456766254297,3.273230454689203,1.580407343578502,0.2174769229727266,2.217446513173129,3.84076244468138
54,5.4,0.001395215716936029,305.1743132313488,2.813732006268543,840.944615452332,0.08705739808836199,-840.8575580542436,330.3747790042656,0.1125795432756262,3.306748289100976,1.632949061720473,0.23453547511616,2.252889869372277,3.880572252035145
55,5.5,0.001476701206704479,305.2935002034848,2.856576177692136,838.7827199267473,0.0909613296074383,-838.6917585971398,330.4778804303884,0.1243054840009694,3.339550904872422,1.685251831567744,0.2519109921114198,2.287691047045438,3.919427934046533
56,5.600000000000001,0.001561614196264297,305.4119436360181,2.899105447770017,836.6316210536003,0.07262407040377639,-836.5589969831965,330.578382458926,0.1366085770874223,3.371683847873153,1.737289868336691,0.269572264269268,2.321875310600571,3.957366052913915
57,5.7,0.001649839471186574,305.5296508983556,2.941340223314455,834.4838434807994,0.07140113634252998,-834.4124423444568,330.6764249552389,0.1494732630680565,3.403203220615901,1.789042587118537,0.2874909724837643,2.355460103452522,3.994451417078577
58,5.800000000000001,0.001741347010439272,305.6466151866801,2.983287338751038,832.3368288941398,0.07092938022439199,-832.2658995139154,330.7721376579765,0.1628831152562757,3.434145921504096,1.840487248032792,0.305642624809202,2.38844843569187,4.030734859944737
59,5.9,0.001836198648390273,305.7628259360729,3.024944053349641,830.1983939539139,0.06939353255868497,-830.1290004213552,330.865635555787,0.1768213435857058,3.46453370527305,1.891606815586676,0.3240054992335181,2.42084144392391,4.066246263024507
60,6,0.001934293711049623,305.8782833582936,3.066313560061683,828.0688418431891,0.06956889409661215,-827.9992729490925,330.9570249296178,0.1912708471434791,3.494395432803755,1.942383805224994,0.3425586473576772,2.452647337849823,4.101022990136205
61,6.100000000000001,0.002035567884506241,305.9929952979502,3.107425124680717,825.9419118972655,0.06940521023649637,-825.872506687029,331.0464078795039,0.2062146365254891,3.523794765558847,1.992797589488253,0.3612802688458857,2.483892689260533,4.13514589859447
62,6.2,0.00214015198972231,306.1069648822785,3.148297231713562,823.8230530783674,0.07007810590728525,-823.7529749724602,331.1338757942981,0.2216339720957372,3.552778251407092,2.042839123588968,0.3801492477857319,2.514596535351905,4.168677107197306
63,6.300000000000001,0.002248050305085531,306.2201862427935,3.188922884295545,821.6800694205654,0.02827348992943257,-821.6517959306359,331.2195104953141,0.2375107741272236,3.581357767088984,2.092496600808433,0.3991516201317885,2.54476172696157,4.201637461931479
64,6.4,0.002359260849964157,306.3326540067634,3.229260536349172,819.5721997166902,0.02614630576270827,-819.5460534109275,331.3034000623303,0.2538267360720363,3.609493056963778,2.141763303676168,0.4182746354003413,2.574355333958782,4.233994984019989
65,6.5,0.002473859311738066,306.4443663299807,3.269292310547122,817.4816415622969,0.02540082916448227,-817.4562407331324,331.3856170256197,0.2705638231518286,3.637175770347872,2.190630293726642,0.4375037198029647,2.603357237302045,4.265761941020323
66,6.600000000000001,0.002591796014396204,306.5553329232254,3.3090122076232,815.4049712394458,0.02493166269939451,-815.3800395767464,331.4662300198029,0.2877049144396454,3.664413386535202,2.239085655710759,0.4568236640526416,2.631759764111062,4.296965259203791
67,6.7,0.002713178371202291,306.6655606481189,3.348456158335571,813.3426791942389,0.02581206964396898,-813.316867124595,331.54530338735,0.3052319295252084,3.691271878292514,2.287116344422172,0.4762156683827181,2.659599828592966,4.327688158283352
68,6.800000000000001,0.002838080724016417,306.7750417774386,3.387583603076669,811.3033185533259,0.02675806269113679,-811.2765604906347,331.6228908663953,0.3231276773639083,3.71770939657789,2.334717670363672,0.4956723667050997,2.686849312777185,4.357896128606526
69,6.9,0.002966540486005663,306.883783062942,3.426378242693492,809.2848704994834,0.02369354484959985,-809.2611769546338,331.6990424997102,0.3413757946116449,3.743715501632507,2.381885901244543,0.515184295127356,2.713510485126353,4.387575836608121
70,7,0.003098544894403173,306.9917866124096,3.464835386566191,807.2759579949206,0.02297941286725091,-807.2529785820534,331.7738117605562,0.3599603945216515,3.769295802815726,2.428617495937056,0.5347412808798165,2.739595505216649,4.416731749613541
71,7.100000000000001,0.003233958095918429,307.0990632898423,3.502956683663955,805.2745971137548,0.02237730345402156,-805.2522198103007,331.847252797199,0.3788655488638633,3.794464314032905,2.47490917755538,0.5543334440764849,2.76511553109637,4.445386066145835
72,7.2,0.003372590288460546,307.205627301711,3.540734803822381,803.2801265846817,0.02196568801727494,-803.2581608966645,331.9194189644043,0.3980760345217071,3.819221909079542,2.520758929012058,0.5739518322034519,2.790074593912678,4.47354480619118
73,7.300000000000001,0.003514385787213852,307.3114931269589,3.578201372003933,801.291099459004,0.02167332827615809,-801.2694261307279,331.990363114123,0.4175776369943524,3.843624145567767,2.566157165533265,0.5935830922233464,2.814522118081812,4.50125614088066
74,7.4,0.003659505083903247,307.4166676954261,3.615404888335455,799.2995290555397,0.01112997839909013,-799.2883990771406,332.0601327887093,0.4373543458742581,3.867750136720105,2.611106084209665,0.6132138711610311,2.838517919823663,4.528605262404001
75,7.5,0.003807990484346711,307.521146578245,3.652303669302071,797.3242220123594,0.01072453152814745,-797.3134974808313,332.1287768670848,0.4573914626061372,3.891550718934719,2.655605738868722,0.632841320408537,2.862018930493019,4.555566711019033
76,7.600000000000001,0.003959762524738201,307.6249391916464,3.688889646020124,795.359513656409,0.01072872457791618,-795.3487849318311,332.196338266925,0.4776742170790373,3.915021801773061,2.699654367725686,0.6524576801406934,2.885048055403288,4.5821113111928
77,7.7,0.00411480789585933,307.7280466362149,3.72514754671461,793.4084589798035,0.01017451592955609,-793.398284463874,332.2628543134765,0.4981898342796928,3.93814932211544,2.743255536304353,0.6720599919956028,2.907594243136173,4.608239069567854
78,7.800000000000001,0.004273076339177371,307.8304764416084,3.761058709947156,791.4741577923214,0.009949399158344363,-791.4642083931631,332.3283584425012,0.5189260161952188,3.9609132618462,2.786414883906471,0.6916417621098067,2.929648717626038,4.633932282345299
79,7.9,0.004434449453277092,307.9322375732049,3.796608405189479,789.5512636909895,0.009811339750562809,-789.5414523512389,332.3928847138573,0.5398709577047296,3.983299678535862,2.829130633626273,0.7111981270213611,2.951210714709827,4.659172618107044
80,8,0.004599011525060555,308.0333411574859,3.831800758673829,787.6388672413377,0.007655458924141101,-787.6312117824135,332.4564665745571,0.5610126814379577,4.005319861135676,2.871407246998237,0.7307223878255876,2.972292343116861,4.683975559467725
81,8.1,0.004766808707562347,308.1337923968582,3.866637554857889,785.7416240286007,0.007471129310971492,-785.7341528992897,332.519134545882,0.5823390927971865,4.02698162076533,2.913248729705921,0.7502093432063501,2.992898242869046,4.708362038724002
82,8.200000000000001,0.004937728534135841,308.2336037486931,3.901120153782568,783.8548583713249,0.007489624946856566,-783.847368746378,332.5809198268355,0.603840126414983,4.04829269332218,2.954656807782653,0.7696534292835852,3.013039739415014,4.73233991481339
83,8.300000000000001,0.005111779657498192,308.3327784609327,3.93524881233772,781.9794499374569,0.007404357386661786,-781.9720455800702,332.6418520600243,0.6255048751072348,4.06925924096366,2.99563024730148,0.7890487799961705,3.032727478195377,4.755915166768228
84,8.4,0.005288946673399878,308.4313213528268,3.969018125379827,780.1173165846939,0.007403832229975649,-780.1099127524639,332.7019583788593,0.6473228285849333,4.0898782250841,3.036170829600768,0.8083906830965335,3.051964922843692,4.779085336978341
85,8.5,0.005469142509319971,308.5292448312907,4.002437325233073,778.2676768273733,0.007485105994170738,-778.2601917213791,332.7612647076634,0.6692849594476209,4.11016809883158,3.076279563814091,0.8276720456690098,3.070770482727511,4.801867488860896
86,8.6,0.005652362933624525,308.6265535508603,4.035516092124165,776.4276204268317,0.007431948826258861,-776.4201884780055,332.8197973837414,0.6913799764489869,4.130147494204391,3.115954577709723,0.8468861613615014,3.089168087646919,4.824272272340898
87,8.700000000000001,0.005838541913587771,308.7232534293725,4.068249495663907,774.5992740857785,0.007488897015235807,-774.5917851887632,332.8775809080385,0.7135985831433884,4.149813862195961,3.155199245745433,0.8660306756247604,3.107153676801449,4.846311531154543
88,8.800000000000001,0.006027724611508747,308.8193561481836,4.10063875703868,772.7801343585127,0.004385182512152141,-772.7757491760005,332.9346371101481,0.7359312916256717,4.169170127273252,3.194020880872783,0.8851034512014228,3.124742981282729,4.867979474547367
89,8.9,0.006219960033417927,308.9148670384503,4.132690361570421,770.9730511993804,0.004366555982926457,-770.9686846433975,332.9909903906045,0.7583697345769282,4.188228049928484,3.232425271141672,0.9041008294726649,3.141942489748976,4.889299828348062
90,9,0.006415249353008913,309.0097913964215,4.164401277158997,769.1770365620064,0.004346055660704451,-769.1726905063457,333.0466627279733,0.7809057051601475,4.206986019104919,3.270414634743431,0.9230185994130213,3.158752150368157,4.910276412387083
91,9.1,0.006613529809125607,309.1041378961879,4.195743450316638,767.3926955925859,0.004345417712507071,-767.3883501748735,333.1016742414087,0.8035310371837011,4.225403821069261,3.307992074138524,0.9418540172113162,3.175151040993245,4.930863086202801
92,9.200000000000001,0.006814843274981965,309.1979067230976,4.226657719587084,765.6207593556537,0.004347412193297373,-765.6164119434603,333.1560433378542,0.8262380054768628,4.243393328105,3.345159336866424,0.9606036840837935,3.191103015093051,4.950931852025805
93,9.300000000000001,0.007019131146459833,309.2911051816201,4.257112698539878,763.8589412092587,0.004319892528080516,-763.8546213167306,333.209788594019,0.8490192811048551,4.26090839105552,3.381917525749913,0.9792642959010653,3.206588069609722,4.970416493128578
94,9.4,0.007226362663355548,309.3837391745991,4.287108989316181,762.1068807775769,0.004261746681223144,-762.1026190308957,333.2629282958604,0.871867694058906,4.277951805060996,3.418267058868023,0.9978325669871112,3.221592282692899,4.989348569279286
95,9.5,0.007436470113036536,309.4758149200506,4.316651656455745,760.3631298527957,0.004221596672124406,-760.3589082561236,333.3154810476101,0.894775816810306,4.29453337981008,3.454210368726166,1.016306598688886,3.236115165719051,5.007756779299651
96,9.600000000000001,0.007649411850169315,309.5673382629293,4.345749082948477,758.6282972266839,0.004175349701988296,-758.6241218769819,333.3674645954445,0.917737317856697,4.310667571034724,3.489750920100796,1.034683892096928,3.250163917708639,5.025667410998841
97,9.700000000000001,0.007865175334227422,309.6583145244963,4.374412162624888,756.9050008688296,0.004162447955224025,-756.9008384208744,333.4188942148434,0.9407451828912377,4.326372711518849,3.524891264536563,1.05296122656367,3.263750455887116,5.04310764912703
98,9.800000000000001,0.008083817950750662,309.7487438691484,4.402663932225873,755.1938361033963,0.004111516069997379,-755.1897245873263,333.4697834379843,0.9637930739820965,4.341685518208235,3.559631101744285,1.071136714203072,3.276891555537779,5.060138712163087
99,9.9,0.008305307924081408,309.8386317213769,4.430520477495916,753.493817086144,0.004059745810074844,-753.4897573403339,333.5201454501273,0.9868750787016971,4.356632598026062,3.593973119510308,1.089207656782332,3.289603616899445,5.076798917399203
100,10,0.008529588637831717,309.9279857514646,4.45800246865967,751.8052657964271,0.003965217905005147,-751.801300578522,333.5699926735969,1.009984793981346,4.371246849452638,3.627919808502019,1.107171662478531,3.301903410613847,5.093142742572343
101,10.1,0.008756678537750763,310.0168212240495,4.485130177764924,750.1259487348111,0.002941568198053801,-750.123007166613,333.6193383390597,1.033116954174418,4.385557151604503,3.661478611835082,1.12502819614903,3.313813650298293,5.109208150820821
102,10.2,0.008986674950370198,310.1051392814491,4.511907958592253,748.4566051542441,0.002895345547401007,-748.4537098086968,333.6681952673755,1.056266628184831,4.399569616722589,3.694652133862621,1.142776071098041,3.325352064360351,5.124986160442673
103,10.3,0.009219676227180583,310.1929374231957,4.538339320215125,746.7971328542077,0.002863726989545512,-746.7942691272182,333.7165757709232,1.079429402752453,4.413290455407537,3.727444260192819,1.160414223303343,3.336533969214313,5.140472544438953
104,10.4,0.009455600764467413,310.2802255294572,4.564426957011439,745.1469338668112,0.002874392257169234,-745.144059474554,333.7644920756453,1.102599960590304,4.426725023039026,3.759855063298883,1.177940881806163,3.347375798985724,5.155656955701968
105,10.5,0.009694380848151175,310.3670120267614,4.590178599005537,743.5071102607233,0.002849161823363033,-743.5042610988999,333.811955281401,1.125772790817365,4.439886479461514,3.791885439869537,1.195354456380439,3.357889847853844,5.170555375165039
106,10.6,0.009936055122923691,310.4532971413173,4.615600106710519,741.8771132018958,0.002866441734269642,-741.8742467601616,333.8589761492306,1.148944432533138,4.45278553065992,3.823532806728887,1.212653689189535,3.3680858336859,5.18517813731018
107,10.7,0.01018057918963709,310.5390864381914,4.640696118374774,740.2566487069424,0.002836002391504167,-740.2538127045509,333.9055650977062,1.172109157617673,4.465431184442455,3.854797113662195,1.229837161057082,3.377969901768319,5.199543259412915
108,10.8,0.01042788939733122,310.6243882348471,4.665472507159222,738.6458125194321,0.002832253025268017,-738.6429802664068,333.9517320428567,1.195262274221842,4.477833600264947,3.885676674816437,1.246903513890639,3.387550097395694,5.213664824942878
109,10.9,0.01067802601560275,310.7092028640376,4.689929503196642,737.0449887318657,0.002825395104764539,-737.042163336761,333.9974861268233,1.218400978315257,4.489994670644007,3.916170830949629,1.263851734784856,3.396827053046025,5.227549337169023
110,11,0.01093098395191379,310.793533120031,4.714062470562798,735.4534937646264,0.002818770689337669,-735.450674993937,334.0428363351427,1.241521142841151,4.501908769752357,3.946277569456585,1.28068086405376,3.405804445009826,5.241179819447637
111,11.1,0.01118671387207149,310.8773844314264,4.737869706006529,733.869486715891,0.002806506731019454,-733.86668020916,334.0877924531715,1.264618201192364,4.513573914678544,3.975998039699363,1.297389363370198,3.414485522737191,5.25455148669312
112,11.2,0.01144525963027344,310.9607571180906,4.761352165876742,732.2952485612094,0.002792345191203083,-732.2924562160182,334.1323627742685,1.287688117682832,4.524991600055012,4.005332237970812,1.31397664176201,3.422873373961626,5.26766748719632
113,11.3,0.0117065254033987,311.0436607752816,4.784506015656071,730.7294805439157,0.002767942111873367,-730.7267126018038,334.176555651183,1.310727302212138,4.536156892718989,4.034280519447027,1.330441701485062,3.430973562365252,5.280507085805256
114,11.4,0.0119704512007178,311.1261029008935,4.807332918094581,729.1736751973534,0.002749892842537349,-729.1709253045109,334.2203782634862,1.333732201040158,4.547073042989532,4.062843504117229,1.346783814015299,3.438793230694743,5.293068755908432
115,11.5,0.01223711596731819,311.2080806545044,4.829844438627603,727.6278004233064,0.002708580634283919,-727.6250918426721,334.2638371701428,1.356699683804849,4.557757559600878,4.09102107757028,1.363002253920254,3.446342220432934,5.305382247250106
116,11.6,0.01250647481866758,311.2896003998579,4.852049057513598,726.091578165133,0.002679998393396943,-726.0888981667397,334.3069387162844,1.379626988170734,4.568223485547194,4.118813339128083,1.379096445446103,3.453629555327458,5.317467163833008
