Time Step,flow-time,area-q,pcm-avg-temp,temp-uniformity-index,heat-storage-rate,heat-storage-rate-comb,heat-storage-rate-shadows,htf-avg-temp
"(""Time","Step""","""flow-time""","""q""","""pcm-temp-avg""","""temp-uniformity-index""","""heat-stoarge-rate""","""heat-storage-comb""","""heat-storage-rate-shadows"""
60,6,0.001934293711049623,305.8782833582936,3.181539952349124,828.0688418431891,0.06956889409661215,-827.9992729490925,330.9570249296178
61,6.100000000000001,0.002035567884506241,305.9929952979502,3.22267127832111,825.9419118972655,0.06940521023649637,-825.872506687029,331.0464078795039
62,6.2,0.00214015198972231,306.1069648822785,3.263561781141505,823.8230530783674,0.07007810590728525,-823.7529749724602,331.1338757942981
63,6.300000000000001,0.002248050305085531,306.2201862427935,3.304205236906681,821.6800694205654,0.02827348992943257,-821.6517959306359,331.2195104953141
64,6.4,0.002359260849964157,306.3326540067634,3.344556943460751,819.5721997166902,0.02614630576270827,-819.5460534109275,331.3034000623303
65,6.5,0.002473859311738066,306.4443663299807,3.384598107320802,817.4816415622969,0.02540082916448227,-817.4562407331324,331.3856170256197
66,6.600000000000001,0.002591796014396204,306.5553329232254,3.424323325094591,815.4049712394458,0.02493166269939451,-815.3800395767464,331.4662300198029
67,6.7,0.002713178371202291,306.6655606481189,3.463773014199932,813.3426791942389,0.02581206964396898,-813.316867124595,331.54530338735
68,6.800000000000001,0.002838080724016417,306.7750417774386,3.502903120163825,811.3033185533259,0.02675806269113679,-811.2765604906347,331.6228908663953
69,6.9,0.002966540486005663,306.883783062942,3.541696507774589,809.2848704994834,0.02369354484959985,-809.2611769546338,331.6990424997102
70,7,0.003098544894403173,306.9917866124096,3.580148290340136,807.2759579949206,0.02297941286725091,-807.2529785820534,331.7738117605562
71,7.100000000000001,0.003233958095918429,307.0990632898423,3.618260569693451,805.2745971137548,0.02237730345402156,-805.2522198103007,331.847252797199
72,7.2,0.003372590288460546,307.205627301711,3.656025493488305,803.2801265846817,0.02196568801727494,-803.2581608966645,331.9194189644043
73,7.300000000000001,0.003514385787213852,307.3114931269589,3.693478907678893,801.291099459004,0.02167332827615809,-801.2694261307279,331.990363114123
74,7.4,0.003659505083903247,307.4166676954261,3.730674009933474,799.2995290555397,0.01112997839909013,-799.2883990771406,332.0601327887093
75,7.5,0.003807990484346711,307.521146578245,3.767565389052947,797.3242220123594,0.01072453152814745,-797.3134974808313,332.1287768670848
76,7.600000000000001,0.003959762524738201,307.6249391916464,3.804144336371401,795.359513656409,0.01072872457791618,-795.3487849318311,332.196338266925
77,7.7,0.00411480789585933,307.7280466362149,3.840393563763644,793.4084589798035,0.01017451592955609,-793.398284463874,332.2628543134765
78,7.800000000000001,0.004273076339177371,307.8304764416084,3.876291809834181,791.4741577923214,0.009949399158344363,-791.4642083931631,332.3283584425012
79,7.9,0.004434449453277092,307.9322375732049,3.91182312262795,789.5512636909895,0.009811339750562809,-789.5414523512389,332.3928847138573
80,8,0.004599011525060555,308.0333411574859,3.946991887237929,787.6388672413377,0.007655458924141101,-787.6312117824135,332.4564665745571
81,8.1,0.004766808707562347,308.1337923968582,3.981799521131824,785.7416240286007,0.007471129310971492,-785.7341528992897,332.519134545882
82,8.200000000000001,0.004937728534135841,308.2336037486931,4.016247415983913,783.8548583713249,0.007489624946856566,-783.847368746378,332.5809198268355
83,8.300000000000001,0.005111779657498192,308.3327784609327,4.050335946930732,781.9794499374569,0.007404357386661786,-781.9720455800702,332.6418520600243
84,8.4,0.005288946673399878,308.4313213528268,4.084058806680155,780.1173165846939,0.007403832229975649,-780.1099127524639,332.7019583788593
85,8.5,0.005469142509319971,308.5292448312907,4.117426028304017,778.2676768273733,0.007485105994170738,-778.2601917213791,332.7612647076634
86,8.6,0.005652362933624525,308.6265535508603,4.150448447043833,776.4276204268317,0.007431948826258861,-776.4201884780055,332.8197973837414
87,8.700000000000001,0.005838541913587771,308.7232534293725,4.183120160444677,774.5992740857785,0.007488897015235807,-774.5917851887632,332.8775809080385
88,8.800000000000001,0.006027724611508747,308.8193561481836,4.215441618968192,772.7801343585127,0.004385182512152141,-772.7757491760005,332.9346371101481
89,8.9,0.006219960033417927,308.9148670384503,4.247419420722606,770.9730511993804,0.004366555982926457,-770.9686846433975,332.9909903906045
90,9,0.006415249353008913,309.0097913964215,4.279050105702915,769.1770365620064,0.004346055660704451,-769.1726905063457,333.0466627279733
91,9.1,0.006613529809125607,309.1041378961879,4.310301999266177,767.3926955925859,0.004345417712507071,-767.3883501748735,333.1016742414087
92,9.200000000000001,0.006814843274981965,309.1979067230976,4.341109121504638,765.6207593556537,0.004347412193297373,-765.6164119434603,333.1560433378542
93,9.300000000000001,0.007019131146459833,309.2911051816201,4.371436316669183,763.8589412092587,0.004319892528080516,-763.8546213167306,333.209788594019
94,9.4,0.007226362663355548,309.3837391745991,4.401284202633708,762.1068807775769,0.004261746681223144,-762.1026190308957,333.2629282958604
95,9.5,0.007436470113036536,309.4758149200506,4.430657979156706,760.3631298527957,0.004221596672124406,-760.3589082561236,333.3154810476101
96,9.600000000000001,0.007649411850169315,309.5673382629293,4.459566449736022,758.6282972266839,0.004175349701988296,-758.6241218769819,333.3674645954445
97,9.700000000000001,0.007865175334227422,309.6583145244963,4.488021374556109,756.9050008688296,0.004162447955224025,-756.9008384208744,333.4188942148434
98,9.800000000000001,0.008083817950750662,309.7487438691484,4.51604859336697,755.1938361033963,0.004111516069997379,-755.1897245873263,333.4697834379843
99,9.9,0.008305307924081408,309.8386317213769,4.543665827875787,753.493817086144,0.004059745810074844,-753.4897573403339,333.5201454501273
100,10,0.008529588637831717,309.9279857514646,4.570895867068137,751.8052657964271,0.003965217905005147,-751.801300578522,333.5699926735969
101,10.1,0.008756678537750763,310.0168212240495,4.597760757158342,750.1259487348111,0.002941568198053801,-750.123007166613,333.6193383390597
102,10.2,0.008986674950370198,310.1051392814491,4.624265336016175,748.4566051542441,0.002895345547401007,-748.4537098086968,333.6681952673755
103,10.3,0.009219676227180583,310.1929374231957,4.650413172450275,746.7971328542077,0.002863726989545512,-746.7942691272182,333.7165757709232
104,10.4,0.009455600764467413,310.2802255294572,4.676207440155902,745.1469338668112,0.002874392257169234,-745.144059474554,333.7644920756453
105,10.5,0.009694380848151175,310.3670120267614,4.701656784900146,743.5071102607233,0.002849161823363033,-743.5042610988999,333.811955281401
106,10.6,0.009936055122923691,310.4532971413173,4.726768534893512,741.8771132018958,0.002866441734269642,-741.8742467601616,333.8589761492306
107,10.7,0.01018057918963709,310.5390864381914,4.751547973567575,740.2566487069424,0.002836002391504167,-740.2538127045509,333.9055650977062
108,10.8,0.01042788939733122,310.6243882348471,4.776002205373222,738.6458125194321,0.002832253025268017,-738.6429802664068,333.9517320428567
109,10.9,0.01067802601560275,310.7092028640376,4.800131931182356,737.0449887318657,0.002825395104764539,-737.042163336761,333.9974861268233
110,11,0.01093098395191379,310.793533120031,4.823932491313544,735.4534937646264,0.002818770689337669,-735.450674993937,334.0428363351427
111,11.1,0.01118671387207149,310.8773844314264,4.847401991503759,733.869486715891,0.002806506731019454,-733.86668020916,334.0877924531715
112,11.2,0.01144525963027344,310.9607571180906,4.870541749016959,732.2952485612094,0.002792345191203083,-732.2924562160182,334.1323627742685
113,11.3,0.0117065254033987,311.0436607752816,4.893347729286107,730.7294805439157,0.002767942111873367,-730.7267126018038,334.176555651183
114,11.4,0.0119704512007178,311.1261029008935,4.915822002007681,729.1736751973534,0.002749892842537349,-729.1709253045109,334.2203782634862
115,11.5,0.01223711596731819,311.2080806545044,4.937978059019265,727.6278004233064,0.002708580634283919,-727.6250918426721,334.2638371701428
116,11.6,0.01250647481866758,311.2896003998579,4.959825861287619,726.091578165133,0.002679998393396943,-726.0888981667397,334.3069387162844
117,11.7,0.01277857601635132,311.3706621771522,4.981370621501067,724.5656989055257,0.002659328190979693,-724.5630395773347,334.3496885301418
118,11.8,0.01305340457679563,311.4512695515855,5.002617259420168,723.0491171520736,0.002648536157920489,-723.0464686159156,334.3920924806087
119,11.9,0.01333092010953227,311.5314284748438,5.023571014310154,721.5417765421731,0.002649598565469091,-721.5391269436076,334.4341563715507
120,12,0.01361108830937581,311.6111436526867,5.044232100792154,720.0426794115333,0.002615316748489249,-720.0400640947848,334.4758864199022
121,12.1,0.01389394239370591,311.690415832878,5.064602934665569,718.553074064085,0.00260443049482717,-718.5504696335902,334.5172880443059
122,12.2,0.01417945178784132,311.7692497755347,5.084679807483639,717.0719523671204,0.002596031625827777,-717.0693563354946,334.5583668639989
123,12.3,0.0144675369685327,311.8476533409173,5.104441138825624,715.5987131459502,0.002573209341797167,-715.5961399366084,334.5991287727784
124,12.4,0.014758232190496,311.9256270752259,5.123852048769181,714.1346355188346,0.002538535029287914,-714.1320969838052,334.6395787679749
125,12.5,0.015051532706125,312.0031741444424,5.142875477923337,712.6798658847387,0.002544444144540137,-712.6773214405941,334.6797213385064
126,12.6,0.01534746250175167,312.0802948448589,5.161506950258521,711.2330002586838,0.002519649513850197,-711.2304806091699,334.7195615086678
127,12.7,0.01564604497977828,312.1569909609952,5.1797653894752,709.7955859605751,0.002497356236844439,-709.7930886043382,334.7591033617495
128,12.8,0.01594733712311848,312.2332611411919,5.197660325843725,708.367901558908,0.002482350795418142,-708.3654192081126,334.7983503635901
129,12.9,0.01625136361721401,312.3091053844344,5.215204031662233,706.9477277155481,0.00244501071905745,-706.9452827048291,334.8373070506017
130,13,0.01655808729208606,312.3845291946613,5.23241501448893,705.5353529537455,0.002420779033805331,-705.5329321747117,334.8759780299197
131,13.1,0.01686751107455116,312.4595354967611,5.2493107627087,704.1323229847603,0.002385684903899232,-704.1299372998565,334.9143668089474
132,13.2,0.01717965637141636,312.5341253412236,5.265901972218155,702.7381932868577,0.00236971268854802,-702.7358235741691,334.9524767202123
133,13.3,0.01749448175121692,312.6083032104347,5.282197206353997,701.3508910644654,0.00234979500592658,-701.3485412694595,334.9903122318032
134,13.4,0.01781204398472816,312.6820676421653,5.298205765710256,699.9719993945586,0.002358646465438596,-699.9696407480932,335.0278770828451
135,13.5,0.01813230180400617,312.7554244396202,5.313938237029556,698.6012418773659,0.002323289713736187,-698.5989185876521,335.0651747794909
136,13.6,0.01845526021987135,312.8283756112106,5.329403553544951,697.2389568395608,0.002294569969819804,-697.236662269591,335.1022084591705
137,13.7,0.01878093254469931,312.9009219975946,5.344607529654745,695.8837669310378,0.002259772651086678,-695.8815071583867,335.1389819053873
138,13.8,0.01910927040413361,312.9730693925639,5.359554295562341,694.5357082731886,0.002253375531523716,-694.533454897657,335.1754990027711
139,13.9,0.01944021178148204,313.0448256412666,5.374246387527263,693.196965057588,0.002241040147346496,-693.1947240174408,335.2117621568862
140,14,0.01977377465002367,313.1161919231378,5.388683770096689,691.8670869233806,0.0022307135754005,-691.8648562098052,335.2477734908672
141,14.1,0.02010991665594721,313.1871733010527,5.402866986033064,690.5446550419739,0.002192888953608474,-690.5424621530203,335.2835358494672
142,14.2,0.02044870632134013,313.2577672390654,5.416795572905656,689.2310781612949,0.002177525855955764,-689.228900635439,335.3190513741023
143,14.3,0.02079017758531809,313.3279740647099,5.430471058457507,687.9262294178732,0.002164437691178023,-687.924064980182,335.3543219615512
144,14.4,0.02113431321054722,313.3977962235941,5.443892023694591,686.6281013164303,0.002131738607992872,-686.6259695778223,335.389350622161
145,14.5,0.02148099352798159,313.4672436801533,5.457058038208789,685.3351347238136,0.002113660358524783,-685.333021063455,335.4241416968009
146,14.6,0.02183021639303455,313.5363182112731,5.469942303326873,684.0470232726832,0.002088701008425176,-684.0449345716748,335.4587000801653
147,14.7,0.02218203896145771,313.6050187699866,5.482381952160718,682.7679576226694,0.002073889193454193,-682.765883733476,335.493028107508
148,14.8,0.02253645781983273,313.6733489211384,5.494369351511176,681.4984654871391,0.002049993187000609,-681.4964154939521,335.5271268359263
149,14.9,0.02289357567038402,313.7413031931887,5.505978678941375,680.2376478377608,0.002019335105806874,-680.235628502655,335.5609973957027
150,15,0.0232535462217837,313.8088728216186,5.517272309331415,678.9861355207112,0.002009126843020681,-678.9841263938682,335.5946404734208
151,15.1,0.02361620993326918,313.8760719339489,5.528266296337514,677.7425830111922,0.002013524258117627,-677.7405694869341,335.6280574017045
152,15.2,0.02398146625228811,313.9429090316871,5.538965895611306,676.504675812875,0.002007594808986823,-676.502668218066,335.6612511168777
153,15.3,0.02434931562015207,314.0093853314754,5.549381323289725,675.2723764380055,0.001964519321120406,-675.2704119186843,335.6942250342049
154,15.4,0.02471971913746655,314.0754901478402,5.559531315859489,674.0485844838104,0.002784238057628841,-674.0458002457527,335.7269809799978
155,15.5,0.0250927037474717,314.1412196424266,5.569444153240687,672.8340241851369,0.002807910347101483,-672.8312162747898,335.7595194737569
156,15.6,0.02546818952792976,314.2065811036364,5.579033816431977,671.6305230714864,0.002779405856315975,-671.6277436656301,335.7918394802466
157,15.7,0.02584619853077402,314.271576449255,5.588077698921218,670.4378620133785,0.002756832005339049,-670.4351051813732,335.8239396560442
158,15.8,0.02622671118100858,314.3362097403682,5.596627828956701,669.2554181261559,0.002739248020063201,-669.2526788781358,335.8558187371181
159,15.9,0.02660972687608562,314.4004834868459,5.60477500760492,668.0818503756655,0.002707074650984964,-668.0791433010145,335.8874763641652
160,16,0.02699524033204058,314.4643997369574,5.612590149780245,666.9149441091949,0.002706521324782329,-666.9122375878702,335.9189138797556
161,16.1,0.0273832878769197,314.5279574973794,5.620138439357389,665.7552739600451,0.002707048562875514,-665.7525669114823,335.9501327904847
162,16.2,0.02777387965133203,314.5911583598958,5.627455252359624,664.6028040748955,0.002705419842641277,-664.6000986550529,335.9811345298374
163,16.3,0.02816699556242153,314.6540058555334,5.634562063571554,663.4580554575645,0.00270248072543211,-663.455352976839,336.011920410137
164,16.4,0.02856271597795967,314.7164970723937,5.641477585495015,662.3217770606329,0.002630503086827218,-662.3191465575461,336.0424910562693
165,16.5,0.02896100293220311,314.7786374957174,5.648214932940624,661.1938641832494,0.002617598896080153,-661.1912465843534,336.0728470200146
166,16.6,0.02936187868284869,314.8404291091263,5.654778635694451,660.0759473430768,0.002599587695854666,-660.073347755381,336.1029878237964
167,16.7,0.02976541354586707,314.9018688159327,5.661167586670395,658.9656926509296,0.002576574457528125,-658.963116076472,336.1329140160569
168,16.8,0.03017156637846649,314.9629617897239,5.667377858904003,657.8632416505236,0.002521521855804565,-657.8607201286677,336.1626264728819
169,16.9,0.03058035338003688,315.023710196945,5.673404618111061,656.7708792018094,0.00252125729885222,-656.7683579445105,336.1921248079266
170,17,0.03099182700727712,315.084113850223,5.679248942654113,655.689570030984,0.002503161748961702,-655.687066869235,336.221407592408
171,17.1,0.03140599320057677,315.144174694282,5.684914833299037,654.6180324853188,0.002485902105853199,-654.615546583213,336.2504739539317
172,17.2,0.03182291619345991,315.2038908083488,5.690404341169317,653.5573383204688,0.002472232566987032,-653.5548660879019,336.2793226061364
173,17.3,0.0322425924358913,315.2632661302935,5.69571986056633,652.5082397105828,0.002442033901473906,-652.5057976766813,336.3079517349569
174,17.4,0.03266506244801947,315.3222998224802,5.700862912020441,651.4685461433712,0.00242750117830326,-651.466118642193,336.336360879514
175,17.5,0.03309035864650321,315.3809909210839,5.705833572573869,650.4373897451736,0.002457775849677546,-650.4349319693239,336.364550706799
176,17.6,0.03351841248298097,315.4393469848084,5.710633029756829,649.4150751746981,0.002425989182498256,-649.4126491855156,336.3925220669167
177,17.7,0.03394932011740989,315.4973636909895,5.715262153555585,648.4021932768553,0.002400926311828755,-648.3997923505435,336.4202756028528
178,17.8,0.0343831521230953,315.5550396670693,5.719720422760344,647.4017213721555,0.002399478457590476,-647.3993218936979,336.4478100617084
179,17.9,0.03481996839659591,315.6123731274009,5.724003726895529,646.4121656122118,0.002366281899945477,-646.4097993303119,336.4751245395424
180,18,0.03525974510087101,315.6693674467176,5.728107052974373,645.4320080633529,0.002315595529289283,-645.4296924678237,336.5022192941154
181,18.1,0.03570247665998113,315.7260251067994,5.732027865849534,644.4604055670003,0.002266980760758486,-644.4581385862396,336.529095577772
182,18.2,0.03614816030135302,315.7823476862753,5.735765125728198,643.4968427840993,0.002261267646545662,-643.4945815164527,336.5557553869319
183,18.3,0.03659683625259606,315.838334695711,5.73775387681469,642.5419074950418,0.00223907442853033,-642.5396684206132,336.5822005711734
184,18.4,0.03704854722108628,315.8939854050889,5.739156870266565,641.5973509160507,0.002233800924287266,-641.5951171151264,336.6084318497602
185,18.5,0.0375033098663495,315.9493013215968,5.740557714323904,640.6626843544169,0.002195584012724794,-640.6604887704042,336.63444978621
186,18.6,0.03796122836714474,316.004277194301,5.741929578366196,639.7377321776703,0.002146619127628924,-639.7355855585428,336.6602549452384
187,18.7,0.03842220240243559,316.0589057682017,5.743216089215109,638.8241111350087,0.003434263565168294,-638.8206768714435,336.6858479995331
188,18.8,0.038886183933234,316.1131881091804,5.744389643039169,637.9213279525014,0.003506953168638915,-637.9178209993328,336.7112276781176
189,18.9,0.03935315613485976,316.167125100376,5.745436567420391,637.0282610033914,0.003539199583130426,-637.0247218038083,336.7363938008217
190,19,0.03982307729702207,316.2207211714315,5.74635354746652,636.1439470603693,0.003496748772569447,-636.1404503115967,336.7613472239657
191,19.1,0.04029599957190558,316.2739741339431,5.747144189594633,635.2674919673372,0.003505889825916597,-635.2639860775112,336.786089865731
192,19.2,0.04077194588698457,316.3268843031194,5.747806741753649,634.3984518975055,0.003488139962158243,-634.3949637575433,336.8106243108707
193,19.3,0.04125096148321486,316.3794505905754,5.74827036413664,633.5375569291162,0.003449599533020375,-633.5341073295832,336.8349528756914
194,19.4,0.04173307454935685,316.4316734593444,5.748492803277753,632.6847472663812,0.003369214578462731,-632.6813780518028,336.859077820573
195,19.5,0.04221822057624703,316.4835589577453,5.748511709020631,631.8388917963972,0.003309296973782239,-631.8355824994235,336.8830021462722
196,19.6,0.04270646734851236,316.5351054474554,5.748358574675244,631.0014779726364,0.003268866580341978,-630.998209106056,336.9067280301358
197,19.7,0.04319777593240166,316.5863183442009,5.7480594491815,630.1732596380677,0.003273984776747341,-630.1699856532911,336.9302570362123
198,19.8,0.04369207965984177,316.6372037527452,5.74752651095657,629.3515635327814,0.003293031798634161,-629.3482705009827,336.953591994209
199,19.9,0.044189375090737,316.6877632527289,5.746762694819976,628.5354448042705,0.003240172502593452,-628.5322046317679,336.9767366316543
200,20,0.04468968368917484,316.7379975952342,5.745809135314468,627.7270828447117,0.003233392204009533,-627.7238494525077,336.9996936843221
201,20.1,0.04519300452133677,316.7879084254514,5.744669257605461,626.9249545306955,0.00313956028514184,-626.9218149704103,337.0224662902367
202,20.2,0.04569933076918126,316.8374974562817,5.743331559036693,626.128678041647,0.003155872334346554,-626.1255221693127,337.0450579897096
203,20.3,0.04620861824720658,316.8867702301466,5.741809859112531,625.3393850284673,0.003138073840865729,-625.3362469546264,337.0674715416568
204,20.4,0.04672083770102671,316.9357314484106,5.740121358810078,624.5577809703082,0.003134384119199751,-624.5546465861889,337.089708968117
205,20.5,0.04723601777479005,316.9843802185812,5.738269571806584,623.7829154844453,0.003114620512718602,-623.7798008639326,337.1117724642364
206,20.6,0.04775418971767761,317.0327158802025,5.736257437512106,623.0147730177246,0.003063261095341829,-623.0117097566292,337.1336642188953
207,20.7,0.04827533339608532,317.0807425733491,5.734089696232163,622.2550795953327,0.00299672367307835,-622.2520828716597,337.1553852198708
208,20.8,0.04879939494073211,317.1284644220516,5.731768456389306,621.500133523655,0.002985218512925769,-621.497148305142,337.1769383815572
209,20.9,0.0493263102092772,317.1758885859518,5.729297315933136,620.7518922452025,0.002987476703793845,-620.7489047684987,337.1983259004913
210,21,0.04985607768676149,317.2230167339725,5.726681071197464,620.0100178025202,0.002948300690789551,-620.0070695018294,337.2195498499211
