Time Step,flow-time,area-q,pcm-avg-temp,temp-uniformity-index,heat-storage-rate,heat-storage-rate-comb,heat-storage-rate-shadows,htf-avg-temp
"(""Time","Step""","""flow-time""","""q""","""pcm-temp-avg""","""temp-uniformity-index""","""heat-stoarge-rate""","""heat-storage-comb""","""heat-storage-rate-shadows"""
938,93.80000000000001,0.5538894551631807,329.3463915513684,4.26037504849856,396.3537310608269,0.04915449780380499,-396.3045765630231,343.5604966064554
939,93.90000000000001,0.5544704285170018,329.3568396259988,4.263877630979036,396.1511058017219,0.04931525532814263,-396.1017905463938,343.5662582508778
940,94,0.5550621188868198,329.3673894559609,4.267408843044811,395.9071794231653,0.01208804350006076,-395.8950913796652,343.5720061038811
941,94.10000000000001,0.555656244622629,329.3781284085063,4.27100850381322,395.6852192673961,0.01209820285902907,-395.673121064537,343.5777532551394
942,94.2,0.5562400441427485,329.3888157949014,4.275532815890648,395.4964878409552,0.04780546687735665,-395.4486823740778,343.5835074946409
943,94.30000000000001,0.5568213165676076,329.3993474742414,4.280803805957616,395.2894823934585,0.04929165760682963,-395.2401907358516,343.5892604115418
944,94.40000000000001,0.5574006921386965,329.4098328477648,4.284937595100494,395.0849188670867,0.04979288766070766,-395.035125979426,343.5950060896957
945,94.5,0.5579788035378994,329.4202806416763,4.288781258376845,394.8823786740207,0.05012642794465805,-394.8322522460761,343.6007411746419
946,94.60000000000001,0.5585675400106884,329.4308299963671,4.293175123437449,394.6374158835658,0.01221796892308546,-394.6251979146427,343.6064638700636
947,94.7,0.5591586849214706,329.4415696313244,4.297484062749214,394.4150613246581,0.01221742832801098,-394.4028438963301,343.6121870795713
948,94.80000000000001,0.5597396066839717,329.4522537812718,4.301506841865383,394.2266804153293,0.0486750294950582,-394.1780053858342,343.6179184321377
949,94.90000000000001,0.5603180730399411,329.4627785343062,4.305313577917382,394.019357005039,0.04997863859556517,-393.9693783664434,343.62364939027
950,95,0.5608946783235134,329.4732550936475,4.309030831244876,393.8148934864578,0.05026512219705381,-393.7646283642607,343.6293740303503
951,95.10000000000001,0.5614700178284198,329.4836955876195,4.31270232349395,393.6114863855479,0.05033741326831276,-393.5611489722796,343.6350891922187
952,95.2,0.5620442728551832,329.4941095846006,4.316526967948788,393.4095234777793,0.05041938499877929,-393.3591040927806,343.6407928118136
953,95.30000000000001,0.5626292818435406,329.5046257799588,4.320340297812894,393.1656893175902,0.01230461170765551,-393.1533847058826,343.6464834940971
954,95.40000000000001,0.5632168057210916,329.5153344046474,4.32419090944297,392.9441132813531,0.01229818860861798,-392.9318150927444,343.6521745803141
955,95.5,0.5638059159253046,329.5261227685724,4.328040969391232,392.716013603326,0.01174271333292864,-392.7042708899931,343.6578741148796
956,95.60000000000001,0.5643841759747023,329.5368422358096,4.331841566678828,392.5250332916007,0.0481613887450969,-392.4768719028556,343.6635866957342
957,95.7,0.5649597351114577,329.547395207143,4.335560554784173,392.3160055455878,0.04912039524290179,-392.2668851503449,343.6693020970559
958,95.80000000000001,0.5655333696305487,329.5578921412373,4.339241906720142,392.1105551982913,0.04946451327270296,-392.0610906850186,343.6750133824686
959,95.90000000000001,0.5661056863351699,329.5683487720523,4.342915764104817,391.9077219641318,0.05008906140988145,-391.8576329027219,343.6807164699724
960,96,0.5666769471328523,329.5787711885574,4.346608007340392,391.7064634635183,0.05033243112891483,-391.6561310323893,343.686409008047
961,96.10000000000001,0.5672472414619095,329.589165473877,4.350306059893571,391.5059689385532,0.05051318074110966,-391.4554557578121,343.6920896151709
962,96.2,0.5678281874680885,329.5996692922993,4.354034463596584,391.2623130591566,0.01189844571958432,-391.250414613437,343.6977574370724
963,96.30000000000001,0.5684116307459878,329.6103697788514,4.35781673224569,391.0421250023286,0.01228061148171733,-391.029844390847,343.7034257507361
964,96.40000000000001,0.5689850743823395,329.6210168628866,4.361563348377341,390.8548013137542,0.04863490298305706,-390.8061664107711,343.7091024127955
965,96.5,0.5695560995393957,329.6315111360979,4.365236730854614,390.6490607278233,0.05010025278311048,-390.5989604750401,343.7147791098276
966,96.60000000000001,0.5701253318678876,329.6419582032614,4.368885901370144,390.445516026639,0.05038684553504069,-390.395129181104,343.7204498706157
967,96.7,0.5706933554802089,329.6523696420186,4.372524131937488,390.2437633253701,0.05056597444788125,-390.1931973509222,343.7261115837119
968,96.80000000000001,0.5712603833220706,329.6627525385662,4.376154857607995,390.0430752422807,0.05066502242458171,-389.9924102198561,343.7317622565496
969,96.90000000000001,0.5718380319204557,329.6732448363939,4.379831731330543,389.7994903807137,0.01178933161557794,-389.7877010490981,343.7374009105136
970,97,0.5724182320204901,329.6839318171336,4.383584124220659,389.5793014995817,0.01215499098261574,-389.567146508599,343.7430407777277
971,97.10000000000001,0.5729884444974965,329.6945699848702,4.387317149757711,389.3926383343999,0.04927230248558701,-389.3433660319143,343.7486896656067
972,97.2,0.5735562493807196,329.7050564643361,4.390991576654923,389.1862682172363,0.05025703327397935,-389.1360111839622,343.7543393552069
973,97.30000000000001,0.5741222689121522,329.7154965828018,4.394646517594573,388.9826671499136,0.0506068701053195,-388.9320602798083,343.7599839709258
974,97.40000000000001,0.5746870824910896,329.7259019401375,4.398289640717999,388.7812155304313,0.05099310229834586,-388.7302224281329,343.7656201185357
975,97.5,0.575250904462535,329.7362785647677,4.401917667340894,388.5811221478343,0.051388578441383,-388.5297335693929,343.7712458699223
976,97.60000000000001,0.575813841299286,329.7466301600841,4.405527342096542,388.3814812485622,0.05141569230506349,-388.3300655562572,343.7768602520916
977,97.7,0.5763873835142371,329.7570975052524,4.409171352424472,388.1373567571413,0.01190416387165527,-388.1254525932696,343.7824628149552
978,97.80000000000001,0.576963528924501,329.76776297444,4.412889478496436,387.9168916934713,0.01217683673283432,-387.9047148567384,343.7880673399675
979,97.90000000000001,0.5775297965709435,329.7783818623868,4.41657954837092,387.7309933862859,0.0502725645849047,-387.680720821701,343.7936818321767
980,98,0.5780936723449567,329.7888534321645,4.420198297330055,387.5245405108736,0.05156539512386615,-387.4729751157498,343.7992981862959
981,98.10000000000001,0.5786558459202263,329.7992762990118,4.423785930067122,387.3207884550717,0.05176066686874137,-387.2690277882029,343.804910407942
982,98.2,0.5792168310410991,329.8096656634526,4.427350867283073,387.1195828546748,0.05215852169382273,-387.067424332981,343.8105150884655
983,98.30000000000001,0.5797768161904118,329.8200296067139,4.430897232383756,386.9191402946379,0.05240999836867388,-386.8667302962692,343.8161103946062
984,98.40000000000001,0.580347355089713,329.8305055159196,4.434484369036245,386.6736503845596,0.01178685064982332,-386.6618635339098,343.8216956255766
985,98.5,0.5809204514321598,329.8411797382623,4.43814305471395,386.4532334557388,0.01213847797844991,-386.4410949777603,343.8272840404623
986,98.60000000000001,0.5814837376952469,329.8518037413345,4.441802092136166,386.2680241746102,0.0510309963459683,-386.2169931782642,343.8328833948992
987,98.7,0.5820446879345413,329.8622758306119,4.445401669621645,386.0617095095387,0.05238808737867373,-386.00932142216,343.8384853904914
988,98.80000000000001,0.5826039194400784,329.8726994097946,4.448972261640544,385.8586740824845,0.0529414215566959,-385.8057326609278,343.8440839169974
989,98.90000000000001,0.5831619829393166,329.8830872383674,4.452525571661996,385.6572716084579,0.05309255229578724,-385.6041790561621,343.849675605999
990,99,0.583719065338855,329.8934476761785,4.456058946983299,385.457249454232,0.05318673387191097,-385.4040627203601,343.8552584073223
991,99.10000000000001,0.5842752187836251,329.9037879494814,4.4595715886917,385.2575429080812,0.05291189706561994,-385.2046310110156,343.8608310381648
992,99.2,0.584841887038189,329.9142461197535,4.463121159054906,385.01279186441,0.01185057558333824,-385.0009412888267,343.8663931339032
993,99.30000000000001,0.5854111515193333,329.9249052602266,4.466741849657218,384.792743462692,0.01212292401577386,-384.7806205386763,343.8719584036579
994,99.40000000000001,0.5859706373422078,329.9355205222517,4.470376675379063,384.6083399149718,0.05155452386757275,-384.5567853911043,343.8775348551385
995,99.5,0.5865278215545615,329.9459851943993,4.474002338891173,384.4024045325373,0.05296129545286732,-384.3494432370845,343.8831143778337
996,99.60000000000001,0.5870832592241633,329.9564050188089,4.477602231796306,384.199471324795,0.05353148356564219,-384.1459398412293,343.8886908697979
997,99.7,0.5876375091186614,329.9667920997648,4.481168804856172,383.9984023047896,0.05378560636233942,-383.9446166984272,343.8942608912228
998,99.80000000000001,0.5881908303694333,329.9771488496211,4.484709429840505,383.7983934398723,0.05380869439603941,-383.7445847454762,343.8998225963486
999,99.90000000000001,0.5887432937691989,329.9874813675215,4.488234088948499,383.5991114866177,0.05390699289210943,-383.5452044937256,343.9053747717047
1000,100,0.5893062591132848,329.9979313005934,4.491797565275667,383.3533263736722,0.01181754655446099,-383.3415088271178,343.9109171043954
1001,100.1,0.5898718559948068,330.0085820216615,4.49543717761487,383.1333929547069,0.01206834970567172,-383.1213246050013,343.9164631875782
1002,100.2,0.590427793737165,330.0191863685643,4.499054447691232,382.9498924376688,0.05223045297431383,-382.8976619846945,343.922020842453
1003,100.3,0.5909814459869993,330.0296412520045,4.502605804544257,382.744396742114,0.05386043035061761,-382.6905363117634,343.9275819209006
1004,100.4,0.5915333598060833,330.0400526254957,4.50612592374124,382.5411988266636,0.0542318033342184,-382.4869670233294,343.9331403901592
1005,100.5,0.5920841643397408,330.0504265677432,4.509619989926474,382.3404091823109,0.05457803082279966,-382.285831151488,343.9386928227477
1006,100.6,0.5926340083159509,330.0607740155352,4.513097716493098,382.1407574111096,0.05470327245095774,-382.0860541386587,343.9442373068687
1007,100.7,0.5931829613099827,330.0711005499939,4.516564308749064,381.9413477105848,0.05447309766800856,-381.8868746129168,343.9497725943088
1008,100.8,0.5937310910911791,330.0814076635471,4.520018382018924,381.7435024934379,0.05477173217484221,-381.688730761263,343.9552977333586
1009,100.9,0.5942896706450543,330.091838759439,4.52351246842844,381.4977346356595,0.01189646074796258,-381.4858381749116,343.9608125673488
1010,101,0.5948508603996547,330.1024778976338,4.527078082940657,381.278074593316,0.0118868737487432,-381.2661877195672,343.9663311166456
1011,101.1,0.595402524009377,330.1130705247302,4.530620589350135,381.0958532403313,0.05302245473341571,-381.0428307855979,343.9718612367083
1012,101.2,0.5959519530024859,330.1235146847678,4.534101139157933,380.8908683667492,0.05437027645393755,-380.8364980902953,343.9773948041091
1013,101.3,0.5964996971707027,330.1339148208456,4.537559263353997,380.6884459600678,0.05481086890482345,-380.633635091163,343.982925857491
1014,101.4,0.5970462988807147,330.144282425385,4.541032187466258,380.4876950629057,0.05510403690699306,-380.4325910259988,343.9884511695614
1015,101.5,0.5975920310132095,330.1546180872355,4.544495864894932,380.2882270048349,0.05510700972635263,-380.2331199951086,343.9939686601349
1016,101.6,0.5981369130899159,330.1649319553788,4.547944757853249,380.0895633802706,0.05498717224540073,-380.0345762080252,343.9994771867146
1017,101.7,0.5986809895832459,330.1752270935522,4.551377397930135,379.8913531907251,0.0548199457579166,-379.8365332449672,344.0049758206847
1018,101.8,0.599235481464959,330.1856474551328,4.554850305294091,379.6457395178352,0.01185676998255047,-379.6338827478526,344.0104646207865
1019,101.9,0.5997925895551982,330.1962783507352,4.55839646700115,379.4265944563521,0.01218522764899888,-379.4144092287031,344.0159574335525
1020,102,0.6003402103346137,330.2068665754335,4.562012213335191,379.2449526956792,0.05357304172319743,-379.1913796539559,344.021462133288
1021,102.1,0.6008856033321239,330.2173084678788,4.565792915606752,379.0399594200334,0.05504653844233331,-378.984912881591,344.0269708554536
1022,102.2,0.6014293313322682,330.2277049959374,4.569536241617115,378.8370735282802,0.05512246986499747,-378.7819510584152,344.0324775692782
1023,102.3,0.6019719393924412,330.2380672710136,4.573235335970861,378.6366110401906,0.05523859956948129,-378.5813724406211,344.0379788969264
1024,102.4,0.6025136173421149,330.24840260244,4.576948477688233,378.4371679086157,0.05526915434037605,-378.3818987542753,344.0434729237865
1025,102.5,0.6030544889283773,330.2587137239148,4.58062411421276,378.2390283720895,0.05530664173974742,-378.1837217303498,344.0489584313559
1026,102.6,0.6035945806758735,330.2690048903193,4.584245874345809,378.0415113517148,0.05527653055382231,-377.986234821161,344.0544345307747
1027,102.7,0.6041339028951328,330.2792802354053,4.587846367425891,377.844282686043,0.05520828008507905,-377.7890744059579,344.0599007592866
1028,102.8,0.6046836049834873,330.2896844871182,4.591488464905589,377.5987446813921,0.01169736370544783,-377.5870473176867,344.0653572570154
1029,102.9,0.6052359736004771,330.3003007095326,4.595203886733081,377.3801117823327,0.01212929261837559,-377.3679824897143,344.0708181473647
1030,103,0.6057790007519066,330.3108737173433,4.598886876249781,377.1987678409977,0.053750059866843,-377.1450177811309,344.0762913829068
1031,103.1,0.6063198343669866,330.3213024353631,4.602501866212136,376.9939279918278,0.0552412635543611,-376.9386867282734,344.0817691993631
1032,103.2,0.6068590842900786,330.3316830590899,4.606087381667458,376.7916943630157,0.05549801225620143,-376.7361963507595,344.087245655345
1033,103.3,0.6073972927307006,330.3420267447576,4.609650645308245,376.5909816721493,0.05523950901341479,-376.5357421631359,344.0927174309573
1034,103.4,0.6079346200309299,330.3523427316695,4.613201468677635,376.3921987707063,0.05541674325688462,-376.3367820274495,344.0981824182915
1035,103.5,0.6084711115779193,330.3626382195081,4.616737811943715,376.1939786196882,0.05508413367363474,-376.1388944860146,344.1036393772761
1036,103.6,0.6090068108938408,330.3729168681588,4.620259020791072,375.9966078303891,0.05510399481590866,-375.9415038355731,344.109087477225
1037,103.7,0.6095417790324819,330.3831789663816,4.623760988706718,375.7998216563223,0.05511385717234063,-375.7447077991499,344.1145261225578
1038,103.8,0.6100760350110828,330.3934272793564,4.627241288318722,375.6030615740883,0.05505404204507158,-375.5480075320432,344.1199551028342
1039,103.9,0.6106206390437027,330.4038077877231,4.630761420010352,375.3576936504486,0.01156319183825261,-375.3461304586103,344.1253750148827
1040,104,0.611167965551737,330.4144020284195,4.634356645080986,375.1390615907672,0.01194218503582789,-375.1271194057314,344.1308001547105
1041,104.1,0.6117060309665744,330.4249574767913,4.637933071299267,374.9578447883822,0.05384291780913486,-374.904001870573,344.1362385510573
1042,104.2,0.6122419524519922,330.4353699760144,4.641451580677918,374.7530188782479,0.05531363305999548,-374.6977052451879,344.1416824345696
1043,104.3,0.6127762550747545,330.4457396359803,4.644940876071129,374.5507997205301,0.05565159634763717,-374.4951481241825,344.1471260381346
1044,104.4,0.6133095355715129,330.4560726186706,4.648403197079488,374.3500802947447,0.05554410291869871,-374.294536191826,344.1525659507532
1045,104.5,0.6138419756366154,330.4663765725421,4.65184358836919,374.1509874083619,0.05537570458354679,-374.0956117037783,344.1580001266795
1046,104.6,0.6143735948470154,330.4766609340054,4.655268870688843,373.9526662734011,0.05524438000217202,-373.8974218933989,344.1634272890385
1047,104.7,0.6149044865315456,330.4869255355759,4.658683138578344,373.7552778258091,0.05514441779882873,-373.7001334080103,344.1688463824335
1048,104.8,0.6154346467610052,330.4971753458132,4.662086124763841,373.5585053632563,0.05501447880240207,-373.5034908844539,344.1742567607417
1049,104.9,0.6159641229975469,330.5074105703069,4.665476882317401,373.3621282977372,0.05497412889564401,-373.3071541688416,344.1796580710172
1050,105,0.6164929333136521,330.5176338316192,4.668855643711334,373.1658937943891,0.0548424400526315,-373.1110513543366,344.1850500748962
1051,105.1,0.6170320771987816,330.5279907431929,4.672281734409482,372.9216862581426,0.01159550768331385,-372.9100907504592,344.1904332840066
1052,105.2,0.6175739167854933,330.5385686908756,4.675785577924803,372.7034679536325,0.01191895255177755,-372.6915490010807,344.1958220926567
1053,105.3,0.6181065693476261,330.5491121456674,4.679272842223916,372.5226922041066,0.05402834294359593,-372.468663861163,344.2012246151562
1054,105.4,0.6186371303675212,330.5595137934095,4.682705199961937,372.3179905983507,0.05533069444048877,-372.2626599039102,344.206633418324
1055,105.5,0.6191661119977403,330.5698722504202,4.686111988969769,372.1154814293741,0.05560449331270334,-372.0598769360615,344.2120427397065
1056,105.6,0.6196940868064391,330.5801944667348,4.689495944684495,371.9153885531505,0.05566338097968782,-371.8597251721708,344.2174491127333
1057,105.7,0.6202212450489499,330.5904877307963,4.692859972000662,371.7164778086045,0.05566759636154117,-371.660810212243,344.2228505646085
1058,105.8,0.6207476838637218,330.6007554051762,4.696208877373405,371.5184992251008,0.05568070654849677,-371.4628185185523,344.2282456546176
1059,105.9,0.6212733976023778,330.6110046635226,4.699549068493186,371.3214312711505,0.05551233059323124,-371.2659189405573,344.2336334736516
1060,106,0.62179845316976,330.6212358834015,4.702881734292696,371.1248473688947,0.05529375935386227,-371.0695536095409,344.2390132597598
1061,106.1,0.6223227902435178,330.6314570806626,4.706208501796045,370.9288216929335,0.05534442289778241,-370.8734772700357,344.2443845395692
1062,106.2,0.6228464500688126,330.6416686210901,4.70952771293631,370.7328377792301,0.0553338106598531,-370.6775039685702,344.2497472595786
1063,106.3,0.6233694673103979,330.6518698201082,4.712843780827217,370.5368215393785,0.05513855814780655,-370.4816829812307,344.2551013389424
1064,106.4,0.623891822665554,330.6620644415414,4.716172204149252,370.3406962586314,0.05505599629541535,-370.285640262336,344.260446926199
1065,106.5,0.6244244091493962,330.6724006378098,4.719585222379513,370.096062666898,0.01130965015912366,-370.0847530167389,344.2657849834562
1066,106.6,0.6249597955203695,330.6829566124113,4.723100121567883,369.8774556474031,0.01157413155103271,-369.865881515852,344.2711301302719
1067,106.7,0.6254862137499109,330.6934756489186,4.726624318009675,369.6966738761363,0.05406349627395457,-369.6426103798623,344.2764905185375
1068,106.8,0.6260105416596874,330.7038582629281,4.73012865552793,369.4920920452236,0.05588717531889742,-369.4362048699047,344.2818584055987
1069,106.9,0.6265334045168988,330.7141934891721,4.733629329633062,369.2902427889916,0.0561277244036944,-369.2341150645879,344.2872278208449
1070,107,0.6270552934645349,330.7244938795657,4.737110927244934,369.089709107957,0.05595931741147098,-369.0337497905455,344.2925954559755
1071,107.1,0.627576338045459,330.7347694922499,4.740568541950093,368.8906195240075,0.05585418438071699,-368.8347653396268,344.2979590942895
1072,107.2,0.6280966505112306,330.7450223590255,4.74400482063816,368.6928652905868,0.05566090234485799,-368.637204388242,344.3033172978002
1073,107.3,0.6286162855870215,330.7552554670219,4.747423498029222,368.4960601795692,0.05567610103074827,-368.4403840785385,344.3086690627375
1074,107.4,0.6291352263457826,330.7654748044974,4.750835036942894,368.2993670040082,0.05541864608057168,-368.2439483579276,344.314013730219
1075,107.5,0.6296534856153868,330.775682875075,4.75424776636923,368.1030313188936,0.0551180567582783,-368.0479132621353,344.3193512096873
1076,107.6,0.6301710763692587,330.7858817277546,4.757657140090185,367.9068195464607,0.05524239183895929,-367.8515771546217,344.3246812114998
1077,107.7,0.6306880261253471,330.7960717509516,4.761053726621651,367.7111447612514,0.05540376197439301,-367.655740999277,344.3300036160313
1078,107.8,0.6312043398359677,330.8062550858466,4.764435622882642,367.5151083342578,0.05515570081979959,-367.459952633438,344.3353184415226
1079,107.9,0.6317200477235181,330.8164315726968,4.767802745016567,367.3193254999845,0.05519115813432052,-367.2641343418501,344.3406256932255
1080,108,0.6322352093943682,330.8265986989549,4.771156933489595,367.12375330741,0.05527306759357842,-367.0684802398165,344.3459254583258
1081,108.1,0.6327604945287063,330.8369139442093,4.774566074724007,366.8789401201322,0.01116408713077277,-366.8677760330014,344.3512188503061
1082,108.2,0.6332885490210483,330.8474566267728,4.77806159930593,366.660442239656,0.01177935789073814,-366.6486628817653,344.3565205922509
1083,108.3,0.6338077903399972,330.8579637507852,4.781545478548181,366.4791896484311,0.05446369623981795,-366.4247259521913,344.361838994124
1084,108.4,0.6343250380527294,330.8683327078436,4.784978565586473,366.2738524114074,0.05615603059109731,-366.2176963808163,344.3671665514642
1085,108.5,0.6348407849201979,330.878659081442,4.788391614292099,366.0709618881252,0.05622639190642786,-366.0147354962187,344.3724972180894
1086,108.6,0.6353555889168024,330.8889498650441,4.791789822811584,365.8700492096592,0.0558080841483175,-365.8142411255109,344.37782726152
1087,108.7,0.6358696289776031,330.899211866257,4.795177461237181,365.6711701124131,0.05580691155076778,-365.6153632008624,344.3831544587656
1088,108.8,0.6363829296993717,330.90945351688,4.798558480483497,365.4731916598489,0.05560841396454563,-365.4175832458844,344.3884775311414
1089,108.9,0.6368955607796811,330.9196760403934,4.801932978652292,365.2754236580574,0.05518509624911161,-365.2202385618083,344.3937954648878
1090,109,0.6374075210950967,330.9298843565189,4.805296744787473,365.0789540312458,0.05527402738744414,-365.0236800038583,344.3991077416314
1091,109.1,0.6379188315160847,330.9400803350525,4.808647062600233,364.8824055451227,0.05529152393495451,-364.8271140211877,344.4044139254871
1092,109.2,0.6384295550140507,330.9502628057016,4.811983877961335,364.6857850244024,0.0549712731675811,-364.6308137512349,344.4097138793989
1093,109.3,0.6389396636191684,330.9604363315515,4.815309362898995,364.4893712697943,0.05465430824157025,-364.4347169615527,344.4150074629401
1094,109.4,0.6394491879151727,330.9706007262008,4.818627641368266,364.2930539654525,0.05432109800922191,-364.2387328674433,344.4202946948224
1095,109.5,0.6399581587559414,330.980755831777,4.82194287798522,364.0964113667914,0.05400877177983787,-364.0424025950115,344.4255757351953
1096,109.6,0.64046656446613,330.9909044778133,4.825253927468969,363.8996688653365,0.05381063367526195,-363.8458582316612,344.4308507422845
1097,109.7,0.6409744289987539,331.0010466962347,4.828557733245513,363.7031517346414,0.05364989797542208,-363.6495018366659,344.4361197385495
1098,109.8,0.6414817151754465,331.0111865338939,4.831856545721266,363.5070033255429,0.05379784242287755,-363.4532054831201,344.4413827257013
1099,109.9,0.6419884468915685,331.0213226684972,4.835146937281674,363.3105203481454,0.05388927973980273,-363.2566310684056,344.4466396463927
1100,110,0.6424946498103955,331.031455284327,4.838430033609836,363.1142046622145,0.05383776408928753,-363.0603668981252,344.4518903852411
1101,110.1,0.6430003901508061,331.0415800926271,4.841706776747526,362.9182974019338,0.05408639295534101,-362.8642110089784,344.4571349143546
1102,110.2,0.6435162264437225,331.051854877942,4.845040358370729,362.6739111237662,0.01115747616166729,-362.6627536476046,344.4623744728447
1103,110.3,0.6440348466393354,331.0623647216647,4.848460847596797,362.4540105556817,0.01125555494352426,-362.4427550007382,344.4676236811911
1104,110.4,0.6445448613162784,331.0728415282673,4.851872720273733,362.2716593683995,0.05377854008535365,-362.2178808283141,344.4728905174932
1105,110.5,0.6450529923908637,331.0831801433368,4.85528903402021,362.0657984660966,0.05515706676376908,-362.0106413993328,344.4781675543117
1106,110.6,0.6455597114396786,331.0934742764971,4.858702136107137,361.8628448255946,0.05554498380360329,-361.807299841791,344.4834487880932
1107,110.7,0.6460655028327439,331.1037351804717,4.862111132448344,361.6615945571544,0.0554906726629909,-361.6061038844914,344.4887307523767
1108,110.8,0.6465704893804906,331.1139732561826,4.865505628815277,361.4618387107406,0.05560135068577665,-361.4062373600548,344.4940114784893
1109,110.9,0.6470747455801958,331.1241923134185,4.868879981640147,361.262879117333,0.05531110951343976,-361.2075680078195,344.4992896466322
1110,111,0.6475783198066721,331.1343950599793,4.872234914354214,361.0642479825764,0.0545905790521175,-361.0096574035243,344.504564385757
1111,111.1,0.6480812750769528,331.1445819995591,4.875571225654777,360.8660770681475,0.05395272626805436,-360.8121243418795,344.50983490286
1112,111.2,0.6485835852607391,331.1547581271005,4.878893486015786,360.6695423188517,0.05407229240041289,-360.6154700264512,344.5151004932605
1113,111.3,0.6490852824756669,331.1649245215566,4.882202507147315,360.4738392763066,0.05434836585848757,-360.4194909104482,344.5203606956729
1114,111.4,0.6495863936441998,331.1750815522335,4.885497991182739,360.2775761411256,0.05414185132219274,-360.2234342898034,344.525615083671
1115,111.5,0.6500869099725352,331.1852318359588,4.888779874951256,360.0815433473828,0.05371581882419108,-360.0278275285585,344.5308635870051
1116,111.6,0.6505868195148896,331.1953781046196,4.892048170050194,359.8856381568342,0.05358959916290473,-359.8320485576713,344.5361063400171
1117,111.7,0.6510861390652526,331.2055205991284,4.895304052866877,359.6899195668178,0.05377353743577373,-359.636146029382,344.5413434433364
1118,111.8,0.6515849307357358,331.2156566552109,4.898548627292099,359.4938180205933,0.053901532435912,-359.4399164881573,344.5465751086456
1119,111.9,0.6520832017254545,331.2257869272546,4.901783131923771,359.2977682166925,0.05395432544771239,-359.2438138912448,344.5518012011323
1120,112,0.652580944598125,331.2359125963448,4.905034135809437,359.101846457076,0.05379378791183242,-359.0480526691641,344.5570217591845
1121,112.1,0.6530781053819343,331.2460394107653,4.908286200890002,358.9058086745772,0.05386318006556934,-358.8519454945117,344.5622367913058
1122,112.2,0.6535747242095045,331.256164261913,4.911532618984725,358.7098755082299,0.05398787626894119,-358.6558876319609,344.5674465125285
1123,112.3,0.6540707857377208,331.2662890069014,4.9147674007648,358.5130541032372,0.05381286434441535,-358.4592412388927,344.572651108969
1124,112.4,0.6545663605900738,331.276409411801,4.917989496961917,358.3161167214383,0.05348679713766558,-358.2626299243007,344.5778505053665
1125,112.5,0.6550614579342434,331.286525703758,4.921199135049755,358.1200933446598,0.05373360964141227,-358.0663597350184,344.5830447326514
1126,112.6,0.6555560362848767,331.2966411116228,4.924396921305702,357.9238740382502,0.05382161033066524,-357.8700524279195,344.5882338993278
1127,112.7,0.656050105060565,331.3067557237868,4.927586144439653,357.7273331925097,0.05381025274894569,-357.6735229397607,344.5934182550355
1128,112.8,0.6565436815466625,331.3168688943596,4.930768304030988,357.5307517945112,0.05386878788662486,-357.4768830066245,344.5985980535197
1129,112.9,0.6570367388513861,331.3269825388824,4.933947045850934,357.3339353695443,0.05381421475002668,-357.2801211547943,344.6037734129171
1130,113,0.6575292958738278,331.3370955520688,4.937123524263977,357.1365583564608,0.05342244658172035,-357.0831359098791,344.6089446703488
1131,113.1,0.6580213664452473,331.3472075974678,4.940296084359378,356.9398954866177,0.05354032876365977,-356.886355157854,344.6141124629193
1132,113.2,0.6585129425588725,331.3573192828557,4.943462266236776,356.7421681965321,0.05363944367838158,-356.6885287528537,344.6192769423907
1133,113.3,0.6590040370563748,331.367430436052,4.946621102706039,356.5455389690428,0.05394258371162408,-356.4915963853311,344.6244382735189
1134,113.4,0.6594946821791141,331.3775390671299,4.949771429993913,356.3482820602952,0.05371136791107034,-356.2945706923842,344.629596504079
1135,113.5,0.6599848790864097,331.3876449432456,4.952912953827857,356.1508986035212,0.05356157289341468,-356.0973370306278,344.6347519112279
1136,113.6,0.6604746285098121,331.3977491734998,4.956047368562455,355.9534329015476,0.05341219580112266,-355.9000207057464,344.6399047181019
1137,113.7,0.6609639191101361,331.4078524877057,4.960370876531222,355.7563310980601,0.05358066006158069,-355.7027504379985,344.6450549843537
1138,113.8,0.6614527564696874,331.4179547468605,4.964196579935728,355.5590626923804,0.05352769764404641,-355.5055349947363,344.6502029508337
1139,113.9,0.6619411501012058,331.4280558473637,4.967655161670905,355.3618837390962,0.05370799532721904,-355.308175743769,344.6553486041767
1140,114,0.6624290737556738,331.4381575676763,4.971050344949246,355.1648312133843,0.05364542379603776,-355.1111857895883,344.6604920185996
1141,114.1,0.6629165648092333,331.4482571473634,4.974325527246237,354.9675695522063,0.05351295365286646,-354.9140565985534,344.6656334702213
1142,114.2,0.6634036191587387,331.4583552393842,4.977514195533861,354.7701151823806,0.05325851733874742,-354.7168566650418,344.6707731465162
1143,114.3,0.6638902328698086,331.468452010045,4.980719491415047,354.5727579886191,0.05330254018907254,-354.51945544843,344.6759111037993
1144,114.4,0.664376365456953,331.478551065318,4.983920641533132,354.3757176145329,0.0535742179786709,-354.3221433965542,344.6810474142394
1145,114.5,0.6648620632915374,331.4886487229283,4.987090618681544,354.1785949816835,0.05375480416272183,-354.1248401775208,344.6861821235346
1146,114.6,0.6653473069675303,331.4987465229103,4.990239110634896,353.981564120384,0.05381216754925333,-353.9277519528347,344.691315329476
1147,114.7,0.6658321189045746,331.5088431077795,4.993378877176264,353.7836477168881,0.05335171201006617,-353.730296004878,344.6964471014225
